sample_name	virus	seqlen	mapped	chim_reads	n_bases_covered	frac_covered	tumor_or_normal	tissue_id	DOI	sample_read_count	mapped_rpm
IC355	HPV45	7858	10	0	1108	0.141	Tumor	Cervical	10.1038/s41416-020-01153-4	110917	90.1575051615172
IC355	HPV18	7857	6	0	725	0.092	Tumor	Cervical	10.1038/s41416-020-01153-4	110917	54.0945030969103
IC355	HPV31	7912	2	0	174	0.022	Tumor	Cervical	10.1038/s41416-020-01153-4	110917	18.0315010323034
IC224	HPV16	7906	213872	141	7907	1	Tumor	Cervical	10.1038/s41416-020-01153-4	293614	728412.13293644
IC224	HPV33	7909	26	0	2294	0.29	Tumor	Cervical	10.1038/s41416-020-01153-4	293614	88.5516358211802
IC224	HPV45	7858	10	0	971	0.124	Tumor	Cervical	10.1038/s41416-020-01153-4	293614	34.0583214696847
IC224	HPV39	7833	2	0	226	0.029	Tumor	Cervical	10.1038/s41416-020-01153-4	293614	6.81166429393694
IC224	HPV70	7905	2	0	210	0.027	Tumor	Cervical	10.1038/s41416-020-01153-4	293614	6.81166429393694
IC028	HPV16	7906	518	0	7907	1	Tumor	Cervical	10.1038/s41416-020-01153-4	354106	1462.8388109775
IC028	HPV33	7909	414325	32	7910	1	Tumor	Cervical	10.1038/s41416-020-01153-4	354106	1170059.24779586
IC028	HPV52	7942	67	0	4622	0.582	Tumor	Cervical	10.1038/s41416-020-01153-4	354106	189.20888095655
IC028	HPV31	7912	35	0	2503	0.316	Tumor	Cervical	10.1038/s41416-020-01153-4	354106	98.8404602011827
IC028	HPV18	7857	16	0	1625	0.207	Tumor	Cervical	10.1038/s41416-020-01153-4	354106	45.1842103776835
IC028	HPV44	7833	20	0	1599	0.204	Tumor	Cervical	10.1038/s41416-020-01153-4	354106	56.4802629721044
IC028	HPV35	7879	6	0	610	0.077	Tumor	Cervical	10.1038/s41416-020-01153-4	354106	16.9440788916313
IC028	HPV39	7833	2	0	190	0.024	Tumor	Cervical	10.1038/s41416-020-01153-4	354106	5.64802629721044
IC320	HPV18	7857	433330	235	7858	1	Tumor	Cervical	10.1038/s41416-020-01153-4	336263	1288663.93269554
IC320	HPV16	7906	1653	0	7907	1	Tumor	Cervical	10.1038/s41416-020-01153-4	336263	4915.79507706765
IC320	HPV45	7858	14	0	1564	0.199	Tumor	Cervical	10.1038/s41416-020-01153-4	336263	41.6340780876873
IC320	HPV33	7909	14	0	1353	0.171	Tumor	Cervical	10.1038/s41416-020-01153-4	336263	41.6340780876873
IC320	HPV73	7700	10	0	1063	0.138	Tumor	Cervical	10.1038/s41416-020-01153-4	336263	29.7386272054909
IC320	HPV52	7942	8	0	902	0.114	Tumor	Cervical	10.1038/s41416-020-01153-4	336263	23.7909017643928
IC320	HPV34	7723	2	0	196	0.025	Tumor	Cervical	10.1038/s41416-020-01153-4	336263	5.94772544109819
IC320	HPV97	7843	3	0	117	0.015	Tumor	Cervical	10.1038/s41416-020-01153-4	336263	8.92158816164728
IC282	HPV16	7906	851	5	7907	1	Tumor	Cervical	10.1038/s41416-020-01153-4	170997	4976.69549758183
IC282	HPV73	7700	46735	303	6559	0.852	Tumor	Cervical	10.1038/s41416-020-01153-4	170997	273308.888460031
IC282	HPV59	7896	82	0	5622	0.712	Tumor	Cervical	10.1038/s41416-020-01153-4	170997	479.540576735264
IC282	HPV52	7942	39	0	3689	0.464	Tumor	Cervical	10.1038/s41416-020-01153-4	170997	228.074176739943
IC282	HPV31	7912	24	0	2819	0.356	Tumor	Cervical	10.1038/s41416-020-01153-4	170997	140.353339532272
IC282	HPV42	7917	22	0	1819	0.23	Tumor	Cervical	10.1038/s41416-020-01153-4	170997	128.657227904583
IC282	HPV45	7858	11	0	1134	0.144	Tumor	Cervical	10.1038/s41416-020-01153-4	170997	64.3286139522916
IC042	HPV16	7906	4428	60	7717	0.976	Tumor	Cervical	10.1038/s41416-020-01153-4	43116	102699.693849151
IC042	HPV33	7909	20	0	1895	0.24	Tumor	Cervical	10.1038/s41416-020-01153-4	43116	463.864922534558
IC042	HPV18	7857	21	0	1874	0.239	Tumor	Cervical	10.1038/s41416-020-01153-4	43116	487.058168661286
IC042	HPV52	7942	16	0	1551	0.195	Tumor	Cervical	10.1038/s41416-020-01153-4	43116	371.091938027646
IC042	HPV31	7912	9	0	1076	0.136	Tumor	Cervical	10.1038/s41416-020-01153-4	43116	208.739215140551
IC042	HPV35	7879	2	0	252	0.032	Tumor	Cervical	10.1038/s41416-020-01153-4	43116	46.3864922534558
IC042	HPV65	7308	2	0	169	0.023	Tumor	Cervical	10.1038/s41416-020-01153-4	43116	46.3864922534558
IC146	HPV16	7906	39558	73	7907	1	Tumor	Anal	10.3390/cancers11121846	56738	697204.695265959
IC146	HPV35	7879	15	0	1398	0.177	Tumor	Anal	10.3390/cancers11121846	56738	264.373083295146
IC146	HPV18	7857	2	0	245	0.031	Tumor	Anal	10.3390/cancers11121846	56738	35.2497444393528
IC146	HPV67	7801	1	0	68	0.009	Tumor	Anal	10.3390/cancers11121846	56738	17.6248722196764
IC037	HPV16	7906	8234	237	7568	0.957	Tumor	Cervical	10.1038/s41416-020-01153-4	46560	176847.079037801
IC037	HPV33	7909	14	0	1868	0.236	Tumor	Cervical	10.1038/s41416-020-01153-4	46560	300.687285223368
IC037	HPV52	7942	14	0	1594	0.201	Tumor	Cervical	10.1038/s41416-020-01153-4	46560	300.687285223368
IC037	HPV31	7912	14	0	1333	0.168	Tumor	Cervical	10.1038/s41416-020-01153-4	46560	300.687285223368
IC037	HPV35	7879	6	0	703	0.089	Tumor	Cervical	10.1038/s41416-020-01153-4	46560	128.865979381443
IC037	HPV18	7857	2	0	248	0.032	Tumor	Cervical	10.1038/s41416-020-01153-4	46560	42.9553264604811
IC133	HPV16	7906	573485	1218	7907	1	Tumor	Cervical	10.1038/s41416-020-01153-4	512121	1119823.2448972
IC133	HPV35	7879	28	0	2069	0.263	Tumor	Cervical	10.1038/s41416-020-01153-4	512121	54.674578859293
IC133	HPV18	7857	9	0	893	0.114	Tumor	Cervical	10.1038/s41416-020-01153-4	512121	17.5739717762013
IC133	HPV45	7858	5	0	490	0.062	Tumor	Cervical	10.1038/s41416-020-01153-4	512121	9.76331765344518
IC133	HPV31	7912	3	0	341	0.043	Tumor	Cervical	10.1038/s41416-020-01153-4	512121	5.85799059206711
IC160	HPV16	7906	49941	8	7907	1	Tumor	Cervical	10.1038/s41416-020-01153-4	49055	1018061.3596983
IC160	HPV18	7857	96	0	4867	0.619	Tumor	Cervical	10.1038/s41416-020-01153-4	49055	1956.98705534604
IC160	HPV39	7833	6	0	666	0.085	Tumor	Cervical	10.1038/s41416-020-01153-4	49055	122.311690959128
IC160	HPV59	7896	6	0	647	0.082	Tumor	Cervical	10.1038/s41416-020-01153-4	49055	122.311690959128
IC160	HPV45	7858	4	0	483	0.061	Tumor	Cervical	10.1038/s41416-020-01153-4	49055	81.541127306085
IC268	HPV16	7906	1145	0	7907	1	Tumor	Cervical	10.1038/s41416-020-01153-4	53352	21461.2385665017
IC268	HPV33	7909	25156	190	7910	1	Tumor	Cervical	10.1038/s41416-020-01153-4	53352	471509.971509972
IC268	HPV52	7942	180	0	7276	0.916	Tumor	Cervical	10.1038/s41416-020-01153-4	53352	3373.81916329285
IC268	HPV42	7917	48	0	4314	0.545	Tumor	Cervical	10.1038/s41416-020-01153-4	53352	899.685110211426
IC268	HPV73	7700	53	0	4001	0.52	Tumor	Cervical	10.1038/s41416-020-01153-4	53352	993.402309191783
IC268	HPV59	7896	39	0	3268	0.414	Tumor	Cervical	10.1038/s41416-020-01153-4	53352	730.994152046784
IC268	HPV45	7858	10	0	988	0.126	Tumor	Cervical	10.1038/s41416-020-01153-4	53352	187.434397960714
IC268	HPV31	7912	2	0	303	0.038	Tumor	Cervical	10.1038/s41416-020-01153-4	53352	37.4868795921427
IC064	HPV16	7906	170636	274	7907	1	Tumor	Cervical	10.1038/s41416-020-01153-4	136235	1252512.20317833
IC115	HPV16	7906	550044	1143	7907	1	Tumor	Cervical	10.1038/s41416-020-01153-4	542121	1014614.81846304
IC115	HPV31	7912	1162	0	7892	0.997	Tumor	Cervical	10.1038/s41416-020-01153-4	542121	2143.4329236462
IC115	HPV73	7700	538	0	7679	0.997	Tumor	Cervical	10.1038/s41416-020-01153-4	542121	992.398376008308
IC115	HPV45	7858	35	0	3440	0.438	Tumor	Cervical	10.1038/s41416-020-01153-4	542121	64.5612326399457
IC115	HPV59	7896	17	0	1854	0.235	Tumor	Cervical	10.1038/s41416-020-01153-4	542121	31.3583129965451
IC115	HPV18	7857	11	0	1116	0.142	Tumor	Cervical	10.1038/s41416-020-01153-4	542121	20.2906731154115
IC011	HPV16	7906	91590	42	7907	1	Tumor	Anal	10.3390/cancers11121846	77654	1179462.74499704
IC011	HPV52	7942	12	0	1314	0.165	Tumor	Anal	10.3390/cancers11121846	77654	154.531640353362
IC011	HPV31	7912	2	0	193	0.024	Tumor	Anal	10.3390/cancers11121846	77654	25.7552733922271
IC319	HPV56	7845	811	0	7846	1	Tumor	Cervical	10.1038/s41416-020-01153-4	23031	35213.4080152837
IC319	HPV16	7906	359	0	7760	0.982	Tumor	Cervical	10.1038/s41416-020-01153-4	23031	15587.6861621293
IC319	HPV18	7857	112	0	6553	0.834	Tumor	Cervical	10.1038/s41416-020-01153-4	23031	4863.01072467544
IC319	HPV73	7700	8499	150	5354	0.695	Tumor	Cervical	10.1038/s41416-020-01153-4	23031	369024.358473362
IC319	HPV45	7858	9	0	928	0.118	Tumor	Cervical	10.1038/s41416-020-01153-4	23031	390.777647518562
IC319	HPV33	7909	2	0	213	0.027	Tumor	Cervical	10.1038/s41416-020-01153-4	23031	86.8394772263471
