Started job on	Started mapping on	Finished on	Mapping speed, Million of reads per hour	Number of input reads	Average input read length	Uniquely mapped reads number	Uniquely mapped reads %	Average mapped length	Number of splices: Total	Number of splices: Annotated (sjdb)	Number of splices: GT/AG	Number of splices: GC/AG	Number of splices: AT/AC	Number of splices: Non-canonical	Mismatch rate per base, %	Deletion rate per base	Deletion average length	Insertion rate per base	Insertion average length	Number of reads mapped to multiple loci	% of reads mapped to multiple loci	Number of reads mapped to too many loci	% of reads mapped to too many loci	Number of reads unmapped: too many mismatches	% of reads unmapped: too many mismatches	Number of reads unmapped: too short	% of reads unmapped: too short	Number of reads unmapped: other	% of reads unmapped: other	Number of chimeric reads	% of chimeric reads
Aug 15 21:38:06	Aug 15 21:48:20	Aug 15 22:34:15	94.16	72055808	202	63846015	88.61%	199.95	41275618	40796758	40868211	336896	38262	32249	0.48%	0.01%	1.59	0.01%	1.52	3099662	4.30%	18614	0.03%	42739	0.06%	5033697	6.99%	15081	0.02%	0	0.00%
Aug 16 00:02:11	Aug 16 00:10:04	Aug 16 01:27:08	85.61	109956622	202	97653123	88.81%	199.44	63893485	63171961	63265395	504203	53459	70428	0.61%	0.00%	1.37	0.00%	1.60	4561415	4.15%	31168	0.03%	161804	0.15%	7532910	6.85%	16202	0.01%	0	0.00%
Aug 15 22:27:16	Aug 15 22:33:06	Aug 15 23:29:10	96.18	89875973	202	80239085	89.28%	199.84	51450666	50327702	50970945	372261	57152	50308	0.50%	0.01%	1.56	0.01%	1.58	3724137	4.14%	31565	0.04%	163847	0.18%	5699351	6.34%	17988	0.02%	0	0.00%
Aug 15 21:49:14	Aug 15 22:00:01	Aug 15 22:45:23	92.87	70222805	202	62624950	89.18%	200.05	43796127	43320117	43445323	273102	41451	36251	0.47%	0.01%	1.58	0.01%	1.48	3865974	5.51%	18982	0.03%	28999	0.04%	3675046	5.23%	8854	0.01%	0	0.00%
Aug 16 00:49:52	Aug 16 00:57:46	Aug 16 02:10:28	91.88	111331269	202	98378099	88.37%	199.47	70919441	69917592	70282624	500971	71231	64615	0.61%	0.00%	1.34	0.00%	1.59	5204792	4.68%	26165	0.02%	127370	0.11%	7579493	6.81%	15350	0.01%	0	0.00%
Aug 16 01:13:11	Aug 16 01:21:24	Aug 16 02:33:56	89.99	108786799	202	96133542	88.37%	199.49	73031075	72303229	72473283	448079	56415	53298	0.62%	0.00%	1.39	0.00%	1.65	5704668	5.24%	32760	0.03%	147017	0.14%	6751146	6.21%	17666	0.02%	0	0.00%
Aug 15 23:14:36	Aug 15 23:23:04	Aug 16 00:41:18	74.21	96761502	202	75792343	78.33%	198.82	49859818	46168424	49454161	315052	40230	50375	0.76%	0.00%	1.43	0.01%	1.65	5146486	5.32%	45592	0.05%	2556186	2.64%	13162367	13.60%	58528	0.06%	0	0.00%
Aug 16 02:00:03	Aug 16 02:08:02	Aug 16 03:27:26	84.54	111868803	202	95395684	85.27%	199.17	68181341	64286694	67616923	449112	56399	58907	0.65%	0.00%	1.51	0.00%	1.62	5647672	5.05%	63248	0.06%	414465	0.37%	10269665	9.18%	78069	0.07%	0	0.00%
Aug 16 00:40:29	Aug 16 00:48:38	Aug 16 03:07:23	49.12	113592636	202	75006278	66.03%	199.56	41367182	40701815	40977565	299598	44385	45634	0.60%	0.01%	1.33	0.01%	1.60	30392485	26.76%	62703	0.06%	157861	0.14%	7948847	7.00%	24462	0.02%	0	0.00%
Aug 16 00:41:08	Aug 16 00:49:48	Aug 16 01:53:40	92.40	98354897	202	87278929	88.74%	199.51	57564287	56685643	57050718	402460	54498	56611	0.62%	0.01%	1.36	0.01%	1.60	4180794	4.25%	42073	0.04%	150850	0.15%	6686064	6.80%	16187	0.02%	0	0.00%
Aug 16 03:08:51	Aug 16 03:16:43	Aug 16 04:30:55	92.83	114797333	202	101605263	88.51%	199.31	60857950	59934980	60322999	410978	61709	62264	0.61%	0.01%	1.37	0.01%	1.60	4911243	4.28%	37572	0.03%	164747	0.14%	8059151	7.02%	19357	0.02%	0	0.00%
Aug 15 22:39:31	Aug 15 22:46:45	Aug 15 23:38:07	91.57	78393089	202	68173209	86.96%	199.41	41461387	40966321	41100966	283944	39443	37034	0.71%	0.01%	1.54	0.01%	1.51	3669762	4.68%	29912	0.04%	61182	0.08%	6447721	8.22%	11303	0.01%	0	0.00%
Aug 15 23:37:51	Aug 15 23:46:22	Aug 16 00:49:15	93.14	97615920	202	85042579	87.12%	199.34	56638545	56003544	56120797	409690	57192	50866	0.69%	0.00%	1.48	0.01%	1.51	3967130	4.06%	32584	0.03%	93336	0.10%	8464886	8.67%	15405	0.02%	0	0.00%
Aug 15 21:37:45	Aug 15 21:50:13	Aug 15 22:20:16	101.62	50892446	202	46570744	91.51%	200.00	31832397	31466432	31540849	228366	33985	29197	0.33%	0.01%	1.46	0.01%	1.59	1842888	3.62%	10320	0.02%	21996	0.04%	2440765	4.80%	5733	0.01%	0	0.00%
Aug 15 22:07:49	Aug 15 22:18:29	Aug 15 23:09:13	92.26	78007040	202	69426641	89.00%	200.06	42403172	41836068	41967159	338434	42453	55126	0.48%	0.01%	1.58	0.01%	1.50	4338661	5.56%	24257	0.03%	40246	0.05%	4160745	5.33%	16490	0.02%	0	0.00%
Aug 16 00:54:16	Aug 16 01:02:15	Aug 16 02:19:11	91.21	116957739	202	104332151	89.20%	199.57	76501534	75444091	75787454	561003	91288	61789	0.59%	0.00%	1.40	0.01%	1.67	5221325	4.46%	38087	0.03%	180641	0.15%	7161323	6.12%	24212	0.02%	0	0.00%
Aug 15 21:45:07	Aug 15 21:56:08	Aug 15 22:36:17	97.97	65556386	202	58264512	88.88%	199.94	40531328	40078877	40138219	318660	43379	31070	0.45%	0.01%	1.56	0.01%	1.52	2365442	3.61%	16364	0.02%	30639	0.05%	4868454	7.43%	10975	0.02%	0	0.00%
Aug 15 22:42:20	Aug 15 22:54:21	Aug 15 23:33:25	82.59	53776730	202	45022442	83.72%	199.52	24469684	24081958	24232608	190988	22301	23787	0.67%	0.01%	1.56	0.01%	1.55	3197377	5.95%	19407	0.04%	49883	0.09%	5475137	10.18%	12484	0.02%	0	0.00%
Aug 16 02:41:04	Aug 16 02:49:05	Aug 16 03:58:14	93.13	107333118	202	95163947	88.66%	199.39	66483576	65469025	65894538	457335	62398	69305	0.60%	0.00%	1.40	0.01%	1.67	5323463	4.96%	37256	0.03%	187645	0.17%	6592780	6.14%	28027	0.03%	0	0.00%
Aug 16 00:29:02	Aug 16 00:37:30	Aug 16 01:41:10	92.60	98260771	202	86890390	88.43%	200.07	53352161	52741585	52905857	345149	49435	51720	0.46%	0.01%	1.61	0.01%	1.50	6275378	6.39%	35508	0.04%	44750	0.05%	4999200	5.09%	15545	0.02%	0	0.00%
Aug 16 01:44:31	Aug 16 01:52:10	Aug 16 03:10:13	91.84	119466762	202	105289316	88.13%	199.55	73409318	72390207	72694142	562766	74495	77915	0.61%	0.00%	1.45	0.01%	1.58	5836381	4.89%	49589	0.04%	149917	0.13%	8120409	6.80%	21150	0.02%	0	0.00%
Aug 16 00:30:09	Aug 16 00:38:41	Aug 16 01:46:04	93.33	104812391	202	92909934	88.64%	199.55	61083632	60141645	60528596	436813	56067	62156	0.63%	0.01%	1.40	0.01%	1.66	4653650	4.44%	49361	0.05%	209311	0.20%	6968480	6.65%	21655	0.02%	0	0.00%
Aug 15 22:56:10	Aug 15 23:05:36	Aug 15 23:57:20	94.11	81139861	202	70822125	87.28%	199.40	41156153	40434334	40775391	298846	43024	38892	0.70%	0.01%	1.62	0.01%	1.52	3513743	4.33%	34945	0.04%	57388	0.07%	6701576	8.26%	10084	0.01%	0	0.00%
Aug 16 01:03:46	Aug 16 01:11:30	Aug 16 02:34:23	84.06	116125813	202	98951884	85.21%	199.48	68466686	67179326	67804339	487405	76371	98571	0.73%	0.02%	1.28	0.01%	1.58	7168597	6.17%	33138	0.03%	201600	0.17%	9757337	8.40%	13257	0.01%	0	0.00%
Aug 15 22:40:51	Aug 15 22:49:14	Aug 15 23:47:53	99.19	96962942	202	87224336	89.96%	200.03	58446966	57801460	57880342	441770	67445	57409	0.45%	0.01%	1.50	0.01%	1.52	4511335	4.65%	31647	0.03%	55494	0.06%	5118670	5.28%	21460	0.02%	0	0.00%
Aug 15 23:29:03	Aug 15 23:37:30	Aug 16 00:46:58	84.59	97937383	202	79083796	80.75%	199.33	55913539	55322461	55436702	373461	56894	46482	0.68%	0.00%	1.42	0.01%	1.51	4585493	4.68%	24265	0.02%	80774	0.08%	14152553	14.45%	10502	0.01%	0	0.00%
Aug 16 02:49:57	Aug 16 02:57:18	Aug 16 04:20:43	95.36	132576541	202	116998521	88.25%	199.51	69890471	68867891	69283953	471234	60316	74968	0.62%	0.01%	1.46	0.01%	1.71	6022214	4.54%	59381	0.04%	194535	0.15%	9250137	6.98%	51753	0.04%	0	0.00%
Aug 16 00:54:04	Aug 16 01:03:01	Aug 16 01:55:43	101.03	88739531	202	80016619	90.17%	199.91	50404891	49740264	49920201	374470	57331	52889	0.48%	0.01%	1.50	0.01%	1.60	3282319	3.70%	35265	0.04%	74546	0.08%	5307459	5.98%	23323	0.03%	0	0.00%
Aug 16 00:07:06	Aug 16 00:15:20	Aug 16 01:15:45	102.44	103151314	202	92300816	89.48%	199.85	51462927	50508811	50944680	395199	72053	50995	0.45%	0.01%	1.50	0.01%	1.59	3514336	3.41%	38037	0.04%	80546	0.08%	7191299	6.97%	26280	0.03%	0	0.00%
Aug 15 22:35:28	Aug 15 22:44:24	Aug 15 23:43:33	87.95	86705104	202	70199147	80.96%	199.85	36838156	36083856	36467613	289369	44798	36376	0.47%	0.01%	1.55	0.01%	1.54	2594841	2.99%	30147	0.03%	47660	0.05%	13806652	15.92%	26657	0.03%	0	0.00%
Aug 16 02:02:16	Aug 16 02:10:29	Aug 16 03:12:06	97.52	100144795	202	89528588	89.40%	199.54	61250410	60459084	60660546	450759	79514	59591	0.60%	0.00%	1.39	0.01%	1.62	4125695	4.12%	26043	0.03%	133564	0.13%	6302937	6.29%	27968	0.03%	0	0.00%
Aug 15 22:05:58	Aug 15 22:15:53	Aug 15 23:06:27	99.90	84195293	202	75339369	89.48%	199.93	42650595	41896215	42227786	327442	51163	44204	0.46%	0.01%	1.56	0.01%	1.52	2739210	3.25%	33031	0.04%	54544	0.06%	5998375	7.12%	30764	0.04%	0	0.00%
Aug 15 23:01:56	Aug 15 23:12:15	Aug 16 00:04:49	99.67	87321625	202	77702438	88.98%	199.99	51958758	51304964	51471668	386280	55728	45082	0.46%	0.00%	1.53	0.01%	1.57	3413407	3.91%	33752	0.04%	47241	0.05%	6041812	6.92%	82975	0.10%	0	0.00%
Aug 15 22:57:49	Aug 15 23:07:15	Aug 15 23:58:14	96.89	82331652	202	74546642	90.54%	199.98	50686435	49853340	50174985	408040	56379	47031	0.47%	0.01%	1.60	0.01%	1.55	3524375	4.28%	51639	0.06%	57146	0.07%	4120811	5.01%	31039	0.04%	0	0.00%
Aug 15 22:32:44	Aug 15 22:41:40	Aug 15 23:42:50	91.35	93124233	202	75365692	80.93%	199.86	46418509	45803955	45964306	361291	48296	44616	0.47%	0.01%	1.57	0.01%	1.61	3091434	3.32%	19435	0.02%	45283	0.05%	14586990	15.66%	15399	0.02%	0	0.00%
Aug 15 23:19:59	Aug 15 23:27:49	Aug 16 00:38:55	93.73	111068271	202	99005327	89.14%	199.43	67881163	66962218	67141158	617175	63153	59677	0.60%	0.00%	1.34	0.00%	1.59	4674009	4.21%	40286	0.04%	158599	0.14%	7155777	6.44%	34273	0.03%	0	0.00%
Aug 15 23:48:44	Aug 15 23:58:42	Aug 16 00:48:06	101.36	83450360	202	76254370	91.38%	200.21	40619058	39945717	40178587	365510	35136	39825	0.39%	0.01%	1.43	0.01%	1.57	3317100	3.97%	40886	0.05%	73183	0.09%	3738672	4.48%	26149	0.03%	0	0.00%
Aug 15 22:42:50	Aug 15 22:51:25	Aug 15 23:50:02	91.62	89512058	202	79257314	88.54%	199.41	38937002	37405418	38470992	378511	37506	49993	0.64%	0.01%	1.41	0.01%	1.63	3479720	3.89%	36330	0.04%	174710	0.20%	6523966	7.29%	40018	0.04%	0	0.00%
Aug 15 23:45:20	Aug 15 23:53:27	Aug 16 00:56:59	95.82	101463521	202	90677294	89.37%	199.53	55091814	54375193	54556720	425119	48148	61827	0.61%	0.00%	1.29	0.01%	1.45	4279424	4.22%	33108	0.03%	237036	0.23%	6209589	6.12%	27070	0.03%	0	0.00%
Aug 16 00:53:48	Aug 16 01:04:18	Aug 16 01:51:59	95.37	75793104	202	68373353	90.21%	200.00	44239105	43610730	43769322	377223	46599	45961	0.47%	0.01%	1.55	0.01%	1.43	3150463	4.16%	41588	0.05%	38257	0.05%	4171439	5.50%	18004	0.02%	0	0.00%
Aug 15 22:58:04	Aug 15 23:07:31	Aug 15 23:52:58	95.55	72378758	202	63838519	88.20%	199.91	36609797	35947950	36244845	283695	45326	35931	0.47%	0.01%	1.67	0.01%	1.54	2353941	3.25%	16659	0.02%	37515	0.05%	6107986	8.44%	24138	0.03%	0	0.00%
Aug 15 21:52:40	Aug 15 22:03:10	Aug 15 22:52:33	92.58	76199681	202	65537222	86.01%	199.91	38166408	37624982	37772762	309680	35777	48189	0.50%	0.01%	1.58	0.01%	1.60	3115453	4.09%	37887	0.05%	53019	0.07%	7438149	9.76%	17951	0.02%	0	0.00%
Aug 15 23:23:44	Aug 15 23:33:41	Aug 16 00:24:01	96.70	81124581	202	71982780	88.73%	199.93	45408309	44691797	44976094	326514	61700	44001	0.46%	0.01%	1.59	0.01%	1.54	2879573	3.55%	10487	0.01%	35495	0.04%	6199788	7.64%	16458	0.02%	0	0.00%
Aug 16 02:48:29	Aug 16 02:56:07	Aug 16 04:13:00	92.99	119159051	202	105089123	88.19%	199.55	72224921	71460223	71518199	586616	60655	59451	0.62%	0.00%	1.33	0.00%	1.59	5888879	4.94%	25482	0.02%	257024	0.22%	7883322	6.62%	15221	0.01%	0	0.00%
Aug 15 23:35:04	Aug 15 23:44:08	Aug 16 00:35:46	99.25	85407699	202	77453261	90.69%	200.02	52694621	52004128	52168083	420044	55689	50805	0.46%	0.01%	1.57	0.01%	1.51	3308629	3.87%	43922	0.05%	53394	0.06%	4510231	5.28%	38262	0.04%	0	0.00%
Aug 15 23:07:51	Aug 15 23:16:10	Aug 16 00:16:30	94.34	94868184	202	84301323	88.86%	199.59	48005843	47279804	47468738	429384	48754	58967	0.60%	0.00%	1.43	0.01%	1.59	4338130	4.57%	51025	0.05%	141980	0.15%	5991845	6.32%	43881	0.05%	0	0.00%
Aug 16 00:04:27	Aug 16 00:13:23	Aug 16 01:03:05	96.24	79715344	202	72004748	90.33%	200.06	45255099	44483681	44821776	331940	46934	54449	0.45%	0.01%	1.62	0.01%	1.50	3675642	4.61%	37250	0.05%	45626	0.06%	3932576	4.93%	19502	0.02%	0	0.00%
Aug 15 23:08:49	Aug 15 23:18:52	Aug 16 00:06:30	93.07	73888601	202	64379584	87.13%	199.83	38085966	37452341	37705103	289577	49767	41519	0.46%	0.01%	1.56	0.01%	1.54	2722299	3.68%	24577	0.03%	48946	0.07%	6690384	9.05%	22811	0.03%	0	0.00%
Aug 16 01:28:36	Aug 16 01:36:31	Aug 16 02:53:42	95.59	122969836	202	109564745	89.10%	199.58	58095501	57091076	57472282	502236	50651	70332	0.61%	0.00%	1.38	0.01%	1.60	4835925	3.93%	71241	0.06%	207477	0.17%	8170516	6.64%	119932	0.10%	0	0.00%
Aug 15 23:36:56	Aug 15 23:45:08	Aug 16 00:52:03	97.79	109064587	202	97401547	89.31%	199.49	59688846	58778011	59042382	526055	55431	64978	0.63%	0.00%	1.43	0.01%	1.64	3881726	3.56%	39937	0.04%	159017	0.15%	7551378	6.92%	30982	0.03%	0	0.00%
Aug 15 23:21:43	Aug 15 23:30:04	Aug 16 00:29:56	99.42	99196493	202	87813928	88.53%	199.87	53256569	52528579	52722553	415582	54453	63981	0.48%	0.01%	1.62	0.01%	1.62	3415752	3.44%	35078	0.04%	57762	0.06%	7855723	7.92%	18250	0.02%	0	0.00%
Aug 15 21:32:11	Aug 15 21:42:45	Aug 15 22:25:36	94.22	67291824	202	58730783	87.28%	199.83	38496445	37947033	38087682	330454	42544	35765	0.47%	0.01%	1.57	0.01%	1.58	2239468	3.33%	25379	0.04%	33205	0.05%	6226849	9.25%	36140	0.05%	0	0.00%
Aug 15 22:13:51	Aug 15 22:23:42	Aug 15 23:16:21	91.26	80084477	202	69161775	86.36%	199.92	43018937	42530570	42598727	338897	37254	44059	0.48%	0.01%	1.56	0.01%	1.60	3881122	4.85%	31049	0.04%	39880	0.05%	6949876	8.68%	20775	0.03%	0	0.00%
Aug 16 01:55:21	Aug 16 02:04:04	Aug 16 03:07:13	91.85	96676705	202	85919021	88.87%	199.56	57927059	56982296	57402263	418841	54907	51048	0.60%	0.01%	1.33	0.01%	1.54	4556933	4.71%	41675	0.04%	127468	0.13%	5998625	6.20%	32983	0.03%	0	0.00%
Aug 15 22:13:52	Aug 15 22:23:03	Aug 15 23:15:55	99.97	88086063	202	78171027	88.74%	199.89	44039779	43356404	43603038	335069	58645	43027	0.48%	0.01%	1.58	0.01%	1.55	2706962	3.07%	28483	0.03%	54231	0.06%	7099135	8.06%	26225	0.03%	0	0.00%
Aug 15 23:03:54	Aug 15 23:12:07	Aug 16 00:19:54	94.79	107089207	202	95054891	88.76%	199.45	65920389	65218323	65270752	502234	84624	62779	0.60%	0.00%	1.40	0.01%	1.62	4659094	4.35%	39569	0.04%	135169	0.13%	7179098	6.70%	21386	0.02%	0	0.00%
Aug 15 23:29:47	Aug 15 23:37:33	Aug 16 00:53:48	90.19	114617719	202	101089305	88.20%	199.49	67422295	66529477	66793975	495471	69614	63235	0.61%	0.00%	1.42	0.01%	1.55	4636475	4.05%	47073	0.04%	149502	0.13%	8641166	7.54%	54198	0.05%	0	0.00%
Aug 16 00:46:39	Aug 16 00:54:46	Aug 16 02:01:24	92.40	102617510	202	90895337	88.58%	199.52	61267694	60512191	60648089	503372	63361	52872	0.60%	0.00%	1.38	0.00%	1.60	4658347	4.54%	49605	0.05%	145260	0.14%	6843382	6.67%	25579	0.02%	0	0.00%
Aug 15 23:07:13	Aug 15 23:15:32	Aug 16 00:17:18	92.35	95067386	202	85129350	89.55%	199.46	56814511	56094372	56246513	453529	56874	57595	0.61%	0.00%	1.39	0.01%	1.63	3524111	3.71%	40806	0.04%	138520	0.15%	6193131	6.51%	41468	0.04%	0	0.00%
Aug 16 00:21:54	Aug 16 00:31:55	Aug 16 01:22:26	93.64	78840878	202	70072431	88.88%	199.36	47560025	47001564	47065553	403271	44010	47191	0.70%	0.00%	1.56	0.01%	1.49	3274131	4.15%	24650	0.03%	42860	0.05%	5409840	6.86%	16966	0.02%	0	0.00%
Aug 16 00:58:16	Aug 16 01:06:13	Aug 16 02:18:10	93.40	112004387	202	99116796	88.49%	199.58	61478476	60666621	60836642	524276	58615	58943	0.61%	0.00%	1.41	0.01%	1.56	4836015	4.32%	45422	0.04%	144526	0.13%	7823643	6.99%	37985	0.03%	0	0.00%
Aug 15 22:34:28	Aug 15 22:44:02	Aug 15 23:34:00	100.08	83341605	202	76101631	91.31%	200.09	51701641	50984401	51167497	432037	46138	55969	0.48%	0.01%	1.57	0.01%	1.49	2812363	3.37%	30947	0.04%	42645	0.05%	4327334	5.19%	26685	0.03%	0	0.00%
Aug 15 22:36:19	Aug 15 22:47:36	Aug 15 23:22:40	104.20	60897689	202	55939171	91.86%	200.13	31156849	30608890	30838891	243551	41224	33183	0.39%	0.01%	1.41	0.01%	1.56	1971592	3.24%	21419	0.04%	50684	0.08%	2897663	4.76%	17160	0.03%	0	0.00%
Aug 16 00:54:08	Aug 16 01:02:10	Aug 16 02:12:33	98.15	115137805	202	103142368	89.58%	199.56	65078026	64215820	64423167	528833	64613	61413	0.60%	0.00%	1.41	0.01%	1.56	4435339	3.85%	35294	0.03%	167066	0.15%	7335605	6.37%	22133	0.02%	0	0.00%
Aug 16 00:24:45	Aug 16 00:32:53	Aug 16 01:44:43	95.33	114136332	202	102465963	89.78%	199.76	61178612	60547111	60630663	415484	55252	77213	0.66%	0.02%	1.24	0.01%	1.59	4444270	3.89%	17894	0.02%	158107	0.14%	7036612	6.17%	13486	0.01%	0	0.00%
Aug 15 22:14:46	Aug 15 22:21:03	Aug 15 23:14:37	96.88	86491823	202	74656933	86.32%	199.94	38735439	38115157	38355682	288439	49479	41839	0.46%	0.01%	1.52	0.01%	1.55	2699931	3.12%	31955	0.04%	67633	0.08%	9002719	10.41%	32652	0.04%	0	0.00%
Aug 16 00:39:50	Aug 16 00:47:57	Aug 16 01:53:20	94.41	102875485	202	91649382	89.09%	199.59	61443754	60285320	60897093	429800	64155	52706	0.60%	0.00%	1.44	0.01%	1.58	4572178	4.44%	39825	0.04%	127155	0.12%	6458590	6.28%	28355	0.03%	0	0.00%
Aug 15 21:54:27	Aug 15 22:04:44	Aug 15 22:50:09	97.60	73876168	202	65604894	88.80%	199.88	38601548	37919439	38217608	295636	51652	36652	0.48%	0.01%	1.58	0.01%	1.54	2398482	3.25%	40080	0.05%	48166	0.07%	5752001	7.79%	32545	0.04%	0	0.00%
Aug 16 01:29:08	Aug 16 01:37:11	Aug 16 02:53:46	90.98	116121313	202	102381116	88.17%	199.55	71958000	70822537	71261333	572603	63247	60817	0.59%	0.00%	1.35	0.01%	1.59	6266401	5.40%	41516	0.04%	172290	0.15%	7223306	6.22%	36684	0.03%	0	0.00%
Aug 15 23:06:11	Aug 15 23:16:26	Aug 16 00:06:46	95.57	80171662	202	71650197	89.37%	199.97	40926462	40315503	40513501	313005	60229	39727	0.47%	0.01%	1.53	0.01%	1.56	3056819	3.81%	18359	0.02%	55020	0.07%	5370751	6.70%	20516	0.03%	0	0.00%
Aug 15 22:21:32	Aug 15 22:31:49	Aug 15 23:16:39	97.88	73136382	202	64582069	88.30%	199.82	43745587	43235838	43342847	311484	48472	42784	0.48%	0.01%	1.57	0.01%	1.59	1846204	2.52%	27765	0.04%	42317	0.06%	6620436	9.05%	17591	0.02%	0	0.00%
Aug 16 01:09:05	Aug 16 01:17:56	Aug 16 02:15:50	89.30	86176063	202	75467103	87.57%	199.35	52851547	52228811	52332335	420653	52407	46152	0.69%	0.00%	1.50	0.01%	1.57	4834824	5.61%	32792	0.04%	58401	0.07%	5762664	6.69%	20279	0.02%	0	0.00%
Aug 15 22:46:45	Aug 15 22:55:20	Aug 15 23:48:03	97.32	85509453	202	76535861	89.51%	200.09	50446424	49902822	49997803	342077	53848	52696	0.50%	0.01%	1.62	0.01%	1.49	3945620	4.61%	22298	0.03%	31099	0.04%	4965931	5.81%	8644	0.01%	0	0.00%
Aug 15 22:35:39	Aug 15 22:45:15	Aug 15 23:36:14	95.70	81314833	202	73517668	90.41%	200.04	52216064	51580483	51678844	426397	59429	51394	0.45%	0.00%	1.55	0.01%	1.48	3733289	4.59%	42737	0.05%	45601	0.06%	3907481	4.81%	68057	0.08%	0	0.00%
Aug 15 23:18:29	Aug 15 23:26:59	Aug 16 00:28:31	93.51	95896729	202	85942060	89.62%	199.56	59504871	58774688	58903415	491768	55481	54207	0.59%	0.00%	1.36	0.00%	1.59	3969228	4.14%	37043	0.04%	121276	0.13%	5765244	6.01%	61878	0.06%	0	0.00%
Aug 16 00:23:54	Aug 16 00:32:30	Aug 16 01:27:57	101.45	93758009	202	83485207	89.04%	199.91	45529827	44731400	45041556	374982	66819	46470	0.46%	0.01%	1.53	0.01%	1.56	2806258	2.99%	18707	0.02%	58759	0.06%	7366923	7.86%	22155	0.02%	0	0.00%
Aug 16 02:27:52	Aug 16 02:36:15	Aug 16 03:42:22	95.98	105762087	202	94635958	89.48%	199.52	63194248	62375225	62565137	504491	68831	55789	0.60%	0.00%	1.34	0.00%	1.62	4082679	3.86%	34060	0.03%	156247	0.15%	6833490	6.46%	19653	0.02%	0	0.00%
Aug 15 22:57:42	Aug 15 23:07:09	Aug 16 00:20:03	77.71	94421494	202	60506870	64.08%	199.71	40750471	40268555	40351858	311512	51244	35857	0.48%	0.01%	1.59	0.01%	1.59	3135397	3.32%	25523	0.03%	36232	0.04%	30702148	32.52%	15324	0.02%	0	0.00%
Aug 15 21:48:31	Aug 15 21:58:20	Aug 15 23:09:13	74.22	87679868	202	51553587	58.80%	199.72	28760218	28184506	28472721	225140	30384	31973	0.46%	0.01%	1.55	0.01%	1.53	1892700	2.16%	20461	0.02%	36030	0.04%	34149225	38.95%	27865	0.03%	0	0.00%
Aug 16 01:31:55	Aug 16 01:40:03	Aug 16 02:45:15	95.22	103477310	202	91281527	88.21%	199.56	46183483	45533907	45705126	385175	44897	48285	0.67%	0.00%	1.28	0.00%	1.44	5223574	5.05%	34150	0.03%	165962	0.16%	6746658	6.52%	25439	0.02%	0	0.00%
Aug 15 23:06:18	Aug 15 23:16:08	Aug 16 00:04:47	98.68	80011430	202	72394838	90.48%	200.12	47978887	47273697	47519125	362786	45025	51951	0.47%	0.01%	1.55	0.01%	1.46	3253716	4.07%	28497	0.04%	40151	0.05%	4281459	5.35%	12769	0.02%	0	0.00%
Aug 15 22:44:38	Aug 15 22:53:19	Aug 15 23:56:31	93.56	98549379	202	87313350	88.60%	199.91	49644563	48674844	49149847	396568	51561	46587	0.47%	0.01%	1.48	0.01%	1.54	3500615	3.55%	34214	0.03%	77266	0.08%	7594780	7.71%	29154	0.03%	0	0.00%
Aug 16 00:42:04	Aug 16 00:49:45	Aug 16 02:01:03	99.43	118159249	202	106627220	90.24%	199.57	65712512	64892554	65109993	484056	61224	57239	0.59%	0.00%	1.43	0.01%	1.70	4286582	3.63%	32750	0.03%	134917	0.11%	7056011	5.97%	21769	0.02%	0	0.00%
Aug 15 23:36:08	Aug 15 23:44:01	Aug 16 01:00:28	86.93	110766454	202	98879752	89.27%	199.51	69980446	69149652	69173413	674825	70434	61774	0.62%	0.00%	1.39	0.00%	1.63	4202707	3.79%	65766	0.06%	181013	0.16%	7363513	6.65%	73703	0.07%	0	0.00%
Aug 15 23:09:44	Aug 15 23:18:26	Aug 16 00:14:44	103.16	96794816	202	86675796	89.55%	199.88	50845995	50041045	50333376	393952	68292	50375	0.48%	0.01%	1.57	0.01%	1.59	2915567	3.01%	30790	0.03%	66312	0.07%	7067621	7.30%	38730	0.04%	0	0.00%
Aug 16 02:33:40	Aug 16 02:42:19	Aug 16 03:42:50	94.06	94870743	202	84871081	89.46%	199.45	48171985	47305772	47702541	373191	49129	47124	0.61%	0.00%	1.42	0.01%	1.56	3193798	3.37%	48123	0.05%	151983	0.16%	6576024	6.93%	29734	0.03%	0	0.00%
Aug 16 01:28:10	Aug 16 01:36:04	Aug 16 02:53:24	86.60	111616995	202	98828296	88.54%	199.57	63242109	62317807	62607860	507733	66073	60443	0.64%	0.00%	1.39	0.01%	1.66	5336711	4.78%	59677	0.05%	186603	0.17%	7115470	6.37%	90238	0.08%	0	0.00%
Aug 16 02:37:16	Aug 16 02:46:07	Aug 16 03:44:18	101.28	98210690	202	87128945	88.72%	199.94	55657382	54826493	55117006	428593	64104	47679	0.45%	0.00%	1.49	0.01%	1.55	3121697	3.18%	33568	0.03%	62948	0.06%	7829887	7.97%	33645	0.03%	0	0.00%
Aug 15 23:00:54	Aug 15 23:11:10	Aug 15 23:55:54	97.15	72429424	202	65532208	90.48%	200.03	45847996	45312672	45368667	396816	39698	42815	0.46%	0.01%	1.51	0.01%	1.50	3115421	4.30%	26062	0.04%	40334	0.06%	3694067	5.10%	21332	0.03%	0	0.00%
