Started job on	Started mapping on	Finished on	Mapping speed, Million of reads per hour	Number of input reads	Average input read length	Uniquely mapped reads number	Uniquely mapped reads %	Average mapped length	Number of splices: Total	Number of splices: Annotated (sjdb)	Number of splices: GT/AG	Number of splices: GC/AG	Number of splices: AT/AC	Number of splices: Non-canonical	Mismatch rate per base, %	Deletion rate per base	Deletion average length	Insertion rate per base	Insertion average length	Number of reads mapped to multiple loci	% of reads mapped to multiple loci	Number of reads mapped to too many loci	% of reads mapped to too many loci	Number of reads unmapped: too many mismatches	% of reads unmapped: too many mismatches	Number of reads unmapped: too short	% of reads unmapped: too short	Number of reads unmapped: other	% of reads unmapped: other	Number of chimeric reads	% of chimeric reads
Aug 16 01:46:35	Aug 16 01:54:32	Aug 16 03:18:55	84.13	118315430	202	97184080	82.14%	195.66	65060683	64301147	64512386	436120	56873	55304	1.01%	0.00%	1.50	0.00%	1.54	5528045	4.67%	32472	0.03%	248706	0.21%	15307296	12.94%	14831	0.01%	0	0.00%
Aug 15 23:59:44	Aug 16 00:08:01	Aug 16 01:18:21	84.48	99032277	202	81502757	82.30%	195.66	48460579	47636762	48003342	359938	53187	44112	1.03%	0.01%	1.53	0.01%	1.47	4328513	4.37%	40971	0.04%	228386	0.23%	12909316	13.04%	22334	0.02%	0	0.00%
Aug 16 02:36:27	Aug 16 02:43:56	Aug 16 04:18:58	82.84	131215149	202	108814637	82.93%	195.66	75867263	75150004	75265491	474712	65896	61164	1.02%	0.00%	1.50	0.00%	1.54	7127293	5.43%	38178	0.03%	328698	0.25%	14888650	11.35%	17693	0.01%	0	0.00%
Aug 16 01:06:45	Aug 16 01:14:30	Aug 16 02:30:52	98.74	125668217	202	112382062	89.43%	200.01	71830640	70957518	71169734	518209	77779	64918	0.50%	0.00%	1.44	0.01%	1.56	5635207	4.48%	37782	0.03%	80976	0.06%	7466414	5.94%	65776	0.05%	0	0.00%
Aug 16 00:31:32	Aug 16 00:39:39	Aug 16 01:56:15	82.07	104769751	202	84180640	80.35%	195.73	63249035	62644902	62702796	436801	59999	49439	0.99%	0.00%	1.49	0.00%	1.56	3646748	3.48%	14106	0.01%	177624	0.17%	16740513	15.98%	10120	0.01%	0	0.00%
Aug 15 22:54:42	Aug 15 23:04:01	Aug 15 23:54:16	102.41	85764465	202	76953779	89.73%	199.88	48811484	48222682	48349052	365071	50622	46739	0.56%	0.01%	1.67	0.01%	1.62	2067282	2.41%	17986	0.02%	53404	0.06%	6662335	7.77%	9679	0.01%	0	0.00%
Aug 15 23:32:41	Aug 15 23:42:01	Aug 16 00:33:10	93.75	79924999	202	71854552	89.90%	200.12	47006395	46469531	46583036	325529	50042	47788	0.48%	0.01%	1.48	0.01%	1.46	4169183	5.22%	20982	0.03%	39600	0.05%	3832579	4.80%	8103	0.01%	0	0.00%
Aug 16 01:52:12	Aug 16 02:00:57	Aug 16 02:56:32	99.79	92445604	202	83876009	90.73%	200.07	56863972	56073821	56353042	395375	60666	54889	0.49%	0.01%	1.53	0.01%	1.47	3608881	3.90%	28523	0.03%	53366	0.06%	4866258	5.26%	12567	0.01%	0	0.00%
Aug 16 01:44:50	Aug 16 01:53:24	Aug 16 02:52:41	91.38	90284153	202	78189532	86.60%	199.30	57385580	56642763	56894336	382166	52547	56531	0.73%	0.01%	1.67	0.01%	1.55	5091956	5.64%	14132	0.02%	54146	0.06%	6925847	7.67%	8540	0.01%	0	0.00%
Aug 15 22:01:46	Aug 15 22:09:49	Aug 15 22:54:36	96.14	71755769	202	64647786	90.09%	199.98	43341493	42837701	42901050	353607	45464	41372	0.47%	0.00%	1.61	0.01%	1.54	2974794	4.15%	36729	0.05%	41242	0.06%	4011186	5.59%	44032	0.06%	0	0.00%
Aug 15 22:54:19	Aug 15 23:02:54	Aug 16 00:10:56	84.75	96092775	202	79056267	82.27%	195.69	59496382	58956533	58969083	427661	55957	43681	0.99%	0.00%	1.48	0.00%	1.57	4679570	4.87%	15784	0.02%	164375	0.17%	12165957	12.66%	10822	0.01%	0	0.00%
Aug 16 01:32:28	Aug 16 01:41:12	Aug 16 02:46:29	88.40	96184936	202	80716617	83.92%	195.68	55312567	54634640	54821730	386127	60748	43962	0.99%	0.00%	1.51	0.00%	1.58	3703084	3.85%	19706	0.02%	183727	0.19%	11545080	12.00%	16722	0.02%	0	0.00%
Aug 15 22:45:34	Aug 15 22:54:03	Aug 15 23:47:28	107.96	96110943	202	88822917	92.42%	199.93	57461585	56803728	56966245	387948	56589	50803	0.57%	0.01%	1.82	0.01%	1.60	2546668	2.65%	18257	0.02%	31420	0.03%	4681064	4.87%	10617	0.01%	0	0.00%
Aug 16 01:30:55	Aug 16 01:40:34	Aug 16 02:29:15	93.55	75906607	202	66851306	88.07%	199.41	44897713	44472291	44487721	325880	43625	40487	0.69%	0.01%	1.59	0.01%	1.51	3360899	4.43%	17955	0.02%	36453	0.05%	5631981	7.42%	8013	0.01%	0	0.00%
Aug 16 01:50:49	Aug 16 01:59:05	Aug 16 03:16:01	87.35	112007857	202	95268737	85.06%	195.62	67773177	67110959	67155120	496713	63402	57942	0.98%	0.00%	1.52	0.00%	1.59	3988426	3.56%	20624	0.02%	224437	0.20%	12490899	11.15%	14734	0.01%	0	0.00%
Aug 15 23:49:59	Aug 15 23:58:45	Aug 16 00:51:05	106.11	92549065	202	84925578	91.76%	199.29	54722920	54046287	54221652	397474	55167	48627	0.57%	0.01%	1.77	0.01%	1.61	2432781	2.63%	24635	0.03%	22219	0.02%	5131056	5.54%	12796	0.01%	0	0.00%
