Started job on	Started mapping on	Finished on	Mapping speed, Million of reads per hour	Number of input reads	Average input read length	Uniquely mapped reads number	Uniquely mapped reads %	Average mapped length	Number of splices: Total	Number of splices: Annotated (sjdb)	Number of splices: GT/AG	Number of splices: GC/AG	Number of splices: AT/AC	Number of splices: Non-canonical	Mismatch rate per base, %	Deletion rate per base	Deletion average length	Insertion rate per base	Insertion average length	Number of reads mapped to multiple loci	% of reads mapped to multiple loci	Number of reads mapped to too many loci	% of reads mapped to too many loci	Number of reads unmapped: too many mismatches	% of reads unmapped: too many mismatches	Number of reads unmapped: too short	% of reads unmapped: too short	Number of reads unmapped: other	% of reads unmapped: other	Number of chimeric reads	% of chimeric reads
Jul 30 16:05:41	Jul 30 16:18:51	Jul 30 16:48:35	92.34	45758495	202	40295282	88.06%	199.73	10635927	10333598	10540707	79061	7306	8853	0.31%	0.01%	1.25	0.01%	1.61	2849776	6.23%	112585	0.25%	70308	0.15%	2411954	5.27%	18590	0.04%	0	0.00%
Jul 30 19:46:47	Jul 30 19:59:45	Jul 30 20:34:17	107.64	61954272	150	51402003	82.97%	148.76	20666235	20124541	20518858	112300	10851	24226	0.55%	0.01%	1.95	0.01%	1.38	4517757	7.29%	43212	0.07%	8158	0.01%	5968913	9.63%	14229	0.02%	0	0.00%
Jul 30 19:37:00	Jul 30 19:45:13	Jul 30 20:58:09	124.65	151514214	150	129150307	85.24%	148.90	58998508	57905322	58606159	296871	33764	61714	0.35%	0.01%	1.72	0.01%	1.41	13126590	8.66%	130761	0.09%	21405	0.01%	9062209	5.98%	22942	0.02%	0	0.00%
Jul 30 17:24:57	Jul 30 17:37:00	Jul 30 18:20:55	77.14	56465510	202	46122379	81.68%	199.64	8556266	8019130	8460620	76133	5822	13691	0.43%	0.01%	1.23	0.01%	1.66	5892596	10.44%	240537	0.43%	359739	0.64%	3740124	6.62%	110135	0.20%	0	0.00%
Jul 30 17:22:54	Jul 30 17:35:22	Jul 30 18:18:21	77.18	55292264	202	46449326	84.01%	199.76	10704828	10405041	10592232	85164	11974	15458	0.34%	0.01%	1.24	0.01%	1.59	5366072	9.70%	125521	0.23%	228616	0.41%	3057079	5.53%	65650	0.12%	0	0.00%
Jul 30 17:30:19	Jul 30 17:42:28	Jul 30 18:26:11	77.78	56670627	202	46446013	81.96%	199.94	14658777	14312976	14511654	102252	11300	33571	0.35%	0.01%	1.24	0.01%	1.55	5766230	10.17%	151608	0.27%	195704	0.35%	4052424	7.15%	58648	0.10%	0	0.00%
Jul 30 17:27:38	Jul 30 17:37:23	Jul 30 18:39:07	112.03	115264035	150	97606720	84.68%	148.61	16048323	15529971	15874750	127773	11830	33970	0.48%	0.01%	1.51	0.01%	1.43	7026870	6.10%	220874	0.19%	59014	0.05%	10213573	8.86%	136984	0.12%	0	0.00%
Jul 30 19:04:38	Jul 30 19:18:18	Jul 30 19:47:02	116.81	55937486	150	48037494	85.88%	148.50	8326892	8089402	8236872	64685	7105	18230	0.47%	0.01%	1.49	0.01%	1.44	2371981	4.24%	161563	0.29%	34766	0.06%	5271862	9.42%	59820	0.11%	0	0.00%
Jul 30 21:58:43	Jul 30 22:10:13	Jul 30 22:54:40	73.21	54236131	202	43686161	80.55%	199.53	16139188	15803035	15987937	116692	17903	16656	0.42%	0.01%	1.25	0.01%	1.58	6643152	12.25%	186633	0.34%	156978	0.29%	3518848	6.49%	44359	0.08%	0	0.00%
Jul 30 20:33:26	Jul 30 20:45:45	Jul 30 21:31:28	71.78	54694982	202	44623523	81.59%	199.28	21086364	20775165	20894484	150266	21939	19675	0.42%	0.01%	1.25	0.01%	1.49	6430104	11.76%	104038	0.19%	113242	0.21%	3411797	6.24%	12278	0.02%	0	0.00%
Jul 30 17:25:19	Jul 30 17:36:18	Jul 30 18:47:00	110.40	130086659	150	112583497	86.54%	148.96	10927899	10494420	10781172	114526	11943	20258	0.47%	0.01%	1.31	0.01%	1.20	9634802	7.41%	166494	0.13%	99516	0.08%	7470185	5.74%	132165	0.10%	0	0.00%
Jul 30 16:12:22	Jul 30 16:24:40	Jul 30 17:15:17	67.99	57355036	202	47549172	82.90%	199.57	14738870	14462079	14611505	101863	11747	13755	0.34%	0.01%	1.24	0.01%	1.55	7196417	12.55%	118002	0.21%	84609	0.15%	2372290	4.14%	34546	0.06%	0	0.00%
Jul 30 17:10:55	Jul 30 17:22:31	Jul 30 18:21:46	108.09	106742708	150	93031219	87.15%	149.12	8370122	8026132	8249930	93046	8903	18243	0.39%	0.01%	1.32	0.01%	1.21	8254409	7.73%	142747	0.13%	64427	0.06%	5131143	4.81%	118763	0.11%	0	0.00%
Jul 30 18:30:42	Jul 30 18:42:55	Jul 30 20:05:32	41.21	56744992	202	37759545	66.54%	199.57	15294234	14962112	15157878	105536	15728	15092	0.45%	0.01%	1.20	0.01%	1.52	16435651	28.96%	109541	0.19%	107969	0.19%	2320474	4.09%	11812	0.02%	0	0.00%
Jul 30 18:41:11	Jul 30 18:52:58	Jul 30 19:32:28	81.31	53527221	202	46519371	86.91%	199.33	6674750	6401385	6597935	63092	6843	6880	0.36%	0.01%	1.22	0.01%	1.51	3794971	7.09%	112505	0.21%	157156	0.29%	2905708	5.43%	37510	0.07%	0	0.00%
Jul 30 18:04:20	Jul 30 18:14:09	Jul 30 19:11:24	113.82	108598845	150	96853486	89.18%	148.83	8523922	8097145	8407500	94128	8460	13834	0.39%	0.01%	1.33	0.02%	1.19	7044121	6.49%	127085	0.12%	52852	0.05%	4430973	4.08%	90328	0.08%	0	0.00%
Jul 30 19:17:18	Jul 30 19:30:08	Jul 30 20:21:21	59.98	51196462	202	39264355	76.69%	199.59	12910262	12529690	12793967	92585	8298	15412	0.34%	0.01%	1.21	0.01%	1.63	8003690	15.63%	101157	0.20%	128358	0.25%	3668375	7.17%	30527	0.06%	0	0.00%
Jul 30 15:52:28	Jul 30 16:04:30	Jul 30 17:15:51	50.18	59676256	202	42691869	71.54%	199.70	11084434	10756425	10971183	85174	11496	16581	0.36%	0.01%	1.22	0.01%	1.63	13321829	22.32%	166681	0.28%	196440	0.33%	3262626	5.47%	36811	0.06%	0	0.00%
Jul 30 20:38:46	Jul 30 20:51:01	Jul 30 21:36:55	75.08	57432926	202	46984829	81.81%	199.25	5352298	5171669	5289062	47596	3449	12191	0.43%	0.00%	1.14	0.00%	1.36	6716098	11.69%	78862	0.14%	763309	1.33%	2844329	4.95%	45499	0.08%	0	0.00%
Jul 30 18:09:22	Jul 30 18:21:03	Jul 30 19:08:37	73.64	58383020	202	49949698	85.56%	199.77	9104268	8693046	9009682	79076	6477	9033	0.38%	0.01%	1.23	0.01%	1.51	5151499	8.82%	122701	0.21%	168475	0.29%	2952506	5.06%	38141	0.07%	0	0.00%
Jul 30 16:13:36	Jul 30 16:26:12	Jul 30 17:08:04	76.69	53515704	202	44914861	83.93%	198.91	11339028	11001794	11223407	91246	11153	13222	0.34%	0.01%	1.20	0.01%	1.61	5152983	9.63%	110910	0.21%	153478	0.29%	3148746	5.88%	34726	0.06%	0	0.00%
Jul 30 16:45:30	Jul 30 16:57:11	Jul 30 17:38:41	121.96	84357391	150	74578692	88.41%	148.87	32119256	31628334	31872040	181613	23101	42502	0.50%	0.01%	1.85	0.01%	1.31	5467812	6.48%	47364	0.06%	6505	0.01%	4243986	5.03%	13032	0.02%	0	0.00%
Jul 30 20:36:55	Jul 30 20:46:34	Jul 30 21:40:29	119.40	107290746	150	92428600	86.15%	148.90	33206504	32305772	32930751	204932	25135	45686	0.54%	0.01%	1.80	0.01%	1.32	7531573	7.02%	84452	0.08%	12099	0.01%	7207880	6.72%	26142	0.02%	0	0.00%
Jul 30 15:45:47	Jul 30 15:58:18	Jul 30 16:35:11	86.57	53214899	202	46874701	88.09%	199.56	7701323	7369959	7614964	72284	5742	8333	0.33%	0.01%	1.25	0.01%	1.58	3535728	6.64%	120384	0.23%	108662	0.20%	2539101	4.77%	36323	0.07%	0	0.00%
Jul 30 17:26:08	Jul 30 17:38:35	Jul 30 18:51:58	44.06	53888731	202	36884652	68.45%	199.51	5809952	5511523	5735279	61843	4779	8051	0.44%	0.01%	1.25	0.01%	1.45	12669572	23.51%	115865	0.22%	516340	0.96%	3668762	6.81%	33540	0.06%	0	0.00%
Jul 30 16:33:52	Jul 30 16:46:43	Jul 30 17:33:00	104.46	80581516	150	65445868	81.22%	148.17	7321217	7031370	7232947	60685	5477	22108	0.50%	0.01%	1.52	0.01%	1.51	4987740	6.19%	518439	0.64%	81777	0.10%	9394725	11.66%	152967	0.19%	0	0.00%
Jul 30 19:24:42	Jul 30 19:37:02	Jul 30 20:39:59	55.66	58401573	202	43145037	73.88%	199.57	15437374	14988903	15300074	109037	9619	18644	0.37%	0.01%	1.23	0.01%	1.55	10908565	18.68%	165195	0.28%	130433	0.22%	4026742	6.89%	25601	0.04%	0	0.00%
Jul 30 16:37:30	Jul 30 16:49:28	Jul 30 17:26:34	88.49	54719262	202	47750326	87.26%	199.40	9471557	9106440	9372645	81411	7187	10314	0.36%	0.01%	1.26	0.01%	1.54	2813503	5.14%	77953	0.14%	158154	0.29%	3869170	7.07%	50156	0.09%	0	0.00%
Jul 30 17:51:58	Jul 30 18:04:14	Jul 30 19:00:47	62.80	59189838	202	45889508	77.53%	198.79	10658294	10343337	10544183	75683	8876	29552	0.43%	0.01%	1.22	0.01%	1.58	9985646	16.87%	303482	0.51%	268156	0.45%	2677703	4.52%	65343	0.11%	0	0.00%
Jul 30 19:20:43	Jul 30 19:33:03	Jul 30 20:28:19	58.05	53472718	202	37052618	69.29%	198.53	6969376	6727672	6904155	51328	5030	8863	0.48%	0.01%	1.21	0.01%	1.56	10758305	20.12%	373753	0.70%	187361	0.35%	5056079	9.46%	44602	0.08%	0	0.00%
Jul 30 19:04:16	Jul 30 19:16:04	Jul 30 20:05:40	74.79	61829735	202	53383892	86.34%	198.12	10064735	9420879	9948391	95450	7677	13217	0.36%	0.01%	1.16	0.01%	1.71	5453738	8.82%	129980	0.21%	293139	0.47%	2484092	4.02%	84894	0.14%	0	0.00%
Jul 30 18:20:00	Jul 30 18:32:26	Jul 30 19:21:24	68.16	55626970	202	43970537	79.05%	198.66	9069273	8710675	8979489	72181	6779	10824	0.41%	0.01%	1.23	0.01%	1.54	8137868	14.63%	218372	0.39%	190915	0.34%	3084855	5.55%	24423	0.04%	0	0.00%
Jul 30 17:53:12	Jul 30 18:05:45	Jul 30 18:54:38	61.72	50286331	202	40763894	81.06%	199.30	6646947	6366295	6567031	65847	5977	8092	0.39%	0.01%	1.30	0.01%	1.50	6389157	12.71%	130965	0.26%	174397	0.35%	2782438	5.53%	45480	0.09%	0	0.00%
Jul 30 16:42:56	Jul 30 16:54:18	Jul 30 18:03:08	93.97	107802572	150	89970411	83.46%	148.66	10240171	9836061	10111536	103231	10157	15247	0.44%	0.01%	1.33	0.02%	1.21	12785621	11.86%	124022	0.12%	52894	0.05%	4773289	4.43%	96335	0.09%	0	0.00%
Jul 30 17:55:44	Jul 30 18:04:57	Jul 30 19:12:28	103.95	116975020	150	100805443	86.18%	148.94	7942065	7547733	7828092	91339	9056	13578	0.45%	0.01%	1.36	0.02%	1.22	10226311	8.74%	165331	0.14%	72783	0.06%	5573681	4.76%	131471	0.11%	0	0.00%
Jul 30 18:19:19	Jul 30 18:28:25	Jul 30 19:30:32	119.54	123754838	150	102489350	82.82%	148.79	37069547	36259831	36820890	185580	20467	42610	0.62%	0.01%	1.72	0.01%	1.30	8130368	6.57%	160500	0.13%	17000	0.01%	12930691	10.45%	26929	0.02%	0	0.00%
Jul 30 17:12:47	Jul 30 17:23:17	Jul 30 18:25:05	117.92	121455022	150	108447058	89.29%	149.05	11103747	10576473	10955219	117455	11144	19929	0.40%	0.01%	1.32	0.01%	1.20	7095278	5.84%	162527	0.13%	77599	0.06%	5570521	4.59%	102039	0.08%	0	0.00%
Jul 30 19:37:57	Jul 30 19:50:36	Jul 30 20:29:50	79.72	52127535	202	42853287	82.21%	199.93	10351938	10076762	10249960	77459	9772	14747	0.34%	0.01%	1.26	0.01%	1.48	5212092	10.00%	173488	0.33%	66479	0.13%	3803732	7.30%	18457	0.04%	0	0.00%
Jul 30 15:44:18	Jul 30 15:56:35	Jul 30 16:38:46	78.04	54864769	202	47094288	85.84%	199.49	8474099	8144107	8380156	77937	7826	8180	0.36%	0.01%	1.25	0.01%	1.49	4182497	7.62%	124546	0.23%	108808	0.20%	3323331	6.06%	31299	0.06%	0	0.00%
Jul 30 16:56:08	Jul 30 17:08:08	Jul 30 17:58:27	67.99	57016041	202	44650204	78.31%	199.14	18696133	18271909	18529042	131731	17523	17837	0.37%	0.01%	1.23	0.01%	1.52	7480081	13.12%	168080	0.29%	147368	0.26%	4539359	7.96%	30949	0.05%	0	0.00%
Jul 30 17:32:33	Jul 30 17:43:30	Jul 30 18:28:17	77.90	58141053	202	49923875	85.87%	199.06	16672328	16216057	16508469	134378	14417	15064	0.36%	0.01%	1.25	0.01%	1.54	5407630	9.30%	87291	0.15%	109835	0.19%	2580650	4.44%	31772	0.05%	0	0.00%
Jul 30 16:57:19	Jul 30 17:07:32	Jul 30 18:12:45	111.15	120808529	150	105164798	87.05%	149.03	10865294	10382642	10726163	109387	11169	18575	0.47%	0.01%	1.30	0.01%	1.21	8430569	6.98%	120964	0.10%	105102	0.09%	6881520	5.70%	105576	0.09%	0	0.00%
Jul 30 21:48:49	Jul 30 22:00:20	Jul 30 22:53:04	66.59	58525541	202	47997337	82.01%	199.16	16218739	15860375	16065146	120461	13036	20096	0.37%	0.01%	1.26	0.01%	1.55	6872645	11.74%	92641	0.16%	112392	0.19%	3421046	5.85%	29480	0.05%	0	0.00%
Jul 30 16:59:52	Jul 30 17:12:10	Jul 30 18:06:16	60.12	54204706	202	41556014	76.66%	198.85	13251980	12868085	13124785	95406	11418	20371	0.34%	0.01%	1.24	0.01%	1.48	8754805	16.15%	211163	0.39%	143237	0.26%	3508830	6.47%	30657	0.06%	0	0.00%
Jul 30 18:04:01	Jul 30 18:16:11	Jul 30 18:58:28	79.70	56165367	202	47259488	84.14%	198.71	9331470	9036023	9233682	76057	8507	13224	0.38%	0.01%	1.23	0.01%	1.57	4312707	7.68%	160526	0.29%	173175	0.31%	4216630	7.51%	42841	0.08%	0	0.00%
Jul 30 15:38:02	Jul 30 15:50:07	Jul 30 16:34:01	73.51	53788139	202	45510955	84.61%	199.42	9220523	8966255	9122949	78286	8898	10390	0.38%	0.01%	1.27	0.01%	1.50	5107349	9.50%	138479	0.26%	210993	0.39%	2785405	5.18%	34958	0.06%	0	0.00%
Jul 30 15:41:12	Jul 30 15:53:28	Jul 30 16:31:57	85.06	54553425	202	46878227	85.93%	199.40	12140358	11824118	12017485	98241	12441	12191	0.31%	0.01%	1.24	0.01%	1.62	4037333	7.40%	92435	0.17%	135940	0.25%	3370891	6.18%	38599	0.07%	0	0.00%
Jul 30 16:16:35	Jul 30 16:28:52	Jul 30 17:25:17	104.58	98335802	150	84928276	86.37%	148.88	7700430	7251408	7590319	85650	7730	16731	0.41%	0.01%	1.31	0.01%	1.20	8293972	8.43%	159815	0.16%	106365	0.11%	4767773	4.85%	79601	0.08%	0	0.00%
Jul 30 17:58:43	Jul 30 18:10:53	Jul 30 18:48:21	86.37	53932600	202	47954748	88.92%	199.61	7747701	7405234	7659418	74336	6899	7048	0.34%	0.01%	1.24	0.01%	1.51	3261539	6.05%	93811	0.17%	82406	0.15%	2508923	4.65%	31173	0.06%	0	0.00%
Jul 30 19:26:28	Jul 30 19:38:10	Jul 30 20:32:29	109.14	98800719	150	87293381	88.35%	149.04	8942803	8487762	8827105	94425	8242	13031	0.39%	0.01%	1.33	0.02%	1.21	7207905	7.30%	102714	0.10%	51350	0.05%	4073271	4.12%	72098	0.07%	0	0.00%
Jul 30 20:20:43	Jul 30 20:31:49	Jul 30 21:33:51	109.78	113497230	150	99583855	87.74%	148.99	8228625	7752219	8109716	97234	7483	14192	0.43%	0.01%	1.31	0.02%	1.19	8042756	7.09%	121114	0.11%	84470	0.07%	5567706	4.91%	97329	0.09%	0	0.00%
Jul 30 16:37:06	Jul 30 16:48:49	Jul 30 17:50:53	103.26	106820410	150	92161820	86.28%	149.00	9325413	8864112	9205123	97700	8833	13757	0.42%	0.01%	1.36	0.02%	1.18	9740306	9.12%	90730	0.08%	71259	0.07%	4672315	4.37%	83980	0.08%	0	0.00%
Jul 30 16:43:20	Jul 30 16:55:25	Jul 30 17:34:44	83.67	54825232	202	46609586	85.01%	199.25	14828450	14473941	14686773	112272	12827	16578	0.32%	0.01%	1.25	0.01%	1.52	4198948	7.66%	61868	0.11%	116653	0.21%	3819540	6.97%	18637	0.03%	0	0.00%
Jul 30 16:37:37	Jul 30 16:50:01	Jul 30 17:31:51	79.16	55193854	202	45631674	82.68%	198.81	14372111	13936039	14225386	119078	10604	17043	0.57%	0.01%	1.27	0.01%	1.47	5378405	9.74%	105126	0.19%	190490	0.35%	3847150	6.97%	41009	0.07%	0	0.00%
Jul 30 17:11:38	Jul 30 17:24:01	Jul 30 18:04:44	79.46	53923652	202	45856467	85.04%	199.55	15425454	15028930	15274119	119710	13989	17636	0.31%	0.01%	1.25	0.01%	1.60	4914412	9.11%	72957	0.14%	100522	0.19%	2943837	5.46%	35457	0.07%	0	0.00%
Jul 30 17:40:27	Jul 30 17:53:16	Jul 30 18:33:22	77.32	51676128	202	43837465	84.83%	198.91	12835740	12447414	12714477	97583	9015	14665	0.59%	0.01%	1.27	0.01%	1.51	5629238	10.89%	180159	0.35%	196781	0.38%	1772779	3.43%	59706	0.12%	0	0.00%
Jul 30 15:37:53	Jul 30 15:49:11	Jul 30 16:26:36	84.80	52881105	202	45927363	86.85%	199.20	11649170	11299704	11527095	94596	11250	16229	0.31%	0.01%	1.24	0.01%	1.63	4226426	7.99%	124198	0.23%	271140	0.51%	2273794	4.30%	58184	0.11%	0	0.00%
Jul 30 20:07:24	Jul 30 20:18:05	Jul 30 21:15:21	108.85	103887755	150	83197738	80.08%	148.85	42642190	41707608	42419936	170168	14862	37224	0.33%	0.00%	1.50	0.01%	1.37	9337192	8.99%	160830	0.15%	12689	0.01%	11165910	10.75%	13396	0.01%	0	0.00%
Jul 30 19:04:50	Jul 30 19:17:34	Jul 30 19:55:14	82.21	51609226	202	44280218	85.80%	199.34	16353994	15970120	16196931	122790	17408	16865	0.31%	0.01%	1.23	0.01%	1.62	4572501	8.86%	107063	0.21%	139458	0.27%	2471241	4.79%	38745	0.08%	0	0.00%
Jul 30 15:58:15	Jul 30 16:10:37	Jul 30 16:49:54	83.20	54475551	202	47409936	87.03%	199.36	5565370	5243611	5495998	58963	3840	6569	0.37%	0.01%	1.23	0.01%	1.50	3575065	6.56%	110606	0.20%	179806	0.33%	3166398	5.81%	33740	0.06%	0	0.00%
Jul 30 17:48:56	Jul 30 18:01:20	Jul 30 18:44:14	78.09	55830817	202	47622467	85.30%	199.22	12559565	12012788	12430262	107201	8591	13511	0.34%	0.01%	1.24	0.01%	1.52	4433003	7.94%	56727	0.10%	174709	0.31%	3515945	6.30%	27966	0.05%	0	0.00%
Jul 30 18:31:48	Jul 30 18:42:50	Jul 30 19:38:57	120.46	112662220	150	101167507	89.80%	148.96	7010252	6584016	6908926	81117	6749	13460	0.40%	0.01%	1.30	0.02%	1.20	5015493	4.45%	111188	0.10%	69679	0.06%	6183285	5.49%	115068	0.10%	0	0.00%
Jul 30 18:49:12	Jul 30 19:01:21	Jul 30 19:39:44	85.16	54479379	202	47237067	86.71%	198.97	9782682	9383506	9676179	88036	7024	11443	0.38%	0.01%	1.24	0.01%	1.53	3285449	6.03%	113282	0.21%	218645	0.40%	3571763	6.56%	53173	0.10%	0	0.00%
Jul 30 16:22:52	Jul 30 16:34:43	Jul 30 17:19:04	76.47	56527251	202	47500442	84.03%	199.02	12479145	11965627	12350798	104417	8105	15825	0.36%	0.01%	1.25	0.01%	1.51	4665518	8.25%	63415	0.11%	191917	0.34%	4081487	7.22%	24472	0.04%	0	0.00%
Jul 30 18:56:03	Jul 30 19:07:45	Jul 30 20:06:15	108.38	105674973	150	93164018	88.16%	149.06	7888338	7404971	7763720	100942	7530	16146	0.36%	0.01%	1.30	0.01%	1.20	7935350	7.51%	119392	0.11%	82692	0.08%	4281346	4.05%	92175	0.09%	0	0.00%
Jul 30 19:14:15	Jul 30 19:26:37	Jul 30 20:05:44	87.38	56966606	202	49128449	86.24%	199.65	12785564	12385189	12656573	102393	12179	14419	0.34%	0.01%	1.26	0.01%	1.51	3986694	7.00%	149764	0.26%	116699	0.20%	3562345	6.25%	22655	0.04%	0	0.00%
Jul 30 18:00:23	Jul 30 18:11:23	Jul 30 19:13:42	113.23	117597224	150	103942862	88.39%	148.97	11257960	10776415	11108670	118979	10838	19473	0.42%	0.01%	1.34	0.02%	1.19	7674570	6.53%	114203	0.10%	53731	0.05%	5711715	4.86%	100143	0.09%	0	0.00%
Jul 30 20:33:20	Jul 30 20:42:50	Jul 30 21:46:32	119.27	126624766	150	102125838	80.65%	148.73	52284725	51262061	51965627	208045	15799	95254	0.47%	0.01%	2.16	0.01%	1.49	9206487	7.27%	169835	0.13%	23510	0.02%	15069961	11.90%	29135	0.02%	0	0.00%
Jul 30 20:27:56	Jul 30 20:40:10	Jul 30 21:20:00	79.96	53083863	202	45409244	85.54%	199.55	9694285	9302481	9593490	83475	7668	9652	0.36%	0.01%	1.27	0.01%	1.53	4445489	8.37%	129325	0.24%	186825	0.35%	2872198	5.41%	40782	0.08%	0	0.00%
Jul 30 17:37:46	Jul 30 17:50:13	Jul 30 18:29:25	77.96	50931849	202	42872032	84.18%	199.07	13086782	12786601	12958670	98681	12146	17285	0.38%	0.01%	1.26	0.01%	1.50	5464612	10.73%	112914	0.22%	133495	0.26%	2322590	4.56%	26206	0.05%	0	0.00%
Jul 30 18:14:13	Jul 30 18:26:25	Jul 30 19:02:01	84.76	50289991	202	44212654	87.92%	199.08	12100212	11772411	11977004	99441	11946	11821	0.38%	0.01%	1.24	0.01%	1.53	3561118	7.08%	81466	0.16%	100088	0.20%	2300185	4.57%	34480	0.07%	0	0.00%
Jul 30 20:58:04	Jul 30 21:08:58	Jul 30 22:09:05	114.77	114992624	150	102050418	88.75%	148.98	9021534	8614527	8891011	103110	10316	17097	0.46%	0.01%	1.33	0.02%	1.19	6836490	5.95%	117461	0.10%	110892	0.10%	5775802	5.02%	101561	0.09%	0	0.00%
Jul 30 16:08:48	Jul 30 16:20:28	Jul 30 16:54:54	96.85	55581585	202	50552602	90.95%	199.61	9160345	8750151	9060550	83134	7120	9541	0.31%	0.01%	1.25	0.01%	1.59	1845123	3.32%	45309	0.08%	79251	0.14%	3024508	5.44%	34792	0.06%	0	0.00%
Jul 30 19:38:34	Jul 30 19:51:09	Jul 30 20:26:14	90.22	52751137	202	46880540	88.87%	199.67	9372939	8996120	9272613	84021	7363	8942	0.32%	0.01%	1.24	0.01%	1.48	2897640	5.49%	133217	0.25%	73183	0.14%	2736489	5.19%	30068	0.06%	0	0.00%
Jul 30 19:53:01	Jul 30 20:04:04	Jul 30 20:40:43	92.39	56436325	202	50836893	90.08%	199.74	10166575	9798746	10063896	86427	7575	8677	0.35%	0.01%	1.29	0.01%	1.52	3115368	5.52%	121506	0.22%	92666	0.16%	2238353	3.97%	31539	0.06%	0	0.00%
Jul 30 15:53:07	Jul 30 16:05:34	Jul 30 16:42:15	88.71	54238504	202	48139638	88.76%	199.21	17431907	16897599	17269706	130657	12802	18742	0.34%	0.01%	1.25	0.01%	1.53	4372236	8.06%	130715	0.24%	103469	0.19%	1476083	2.72%	16363	0.03%	0	0.00%
Jul 30 15:41:53	Jul 30 15:51:49	Jul 30 16:25:52	84.06	47702253	202	41637721	87.29%	199.44	12174215	11852555	12059840	93125	10061	11189	0.31%	0.01%	1.25	0.01%	1.52	4194415	8.79%	122832	0.26%	65372	0.14%	1663757	3.49%	18156	0.04%	0	0.00%
Jul 30 21:47:24	Jul 30 21:59:03	Jul 30 22:41:18	78.97	55606928	202	47811133	85.98%	199.71	8553740	8205005	8459170	78555	7467	8548	0.36%	0.01%	1.24	0.01%	1.50	4500719	8.09%	104717	0.19%	145367	0.26%	3007282	5.41%	37710	0.07%	0	0.00%
Jul 30 16:39:35	Jul 30 16:52:05	Jul 30 17:36:33	70.16	51999614	202	40580392	78.04%	199.53	11856365	11534428	11737419	92427	12140	14379	0.39%	0.01%	1.26	0.01%	1.48	6812793	13.10%	261961	0.50%	178839	0.34%	4148337	7.98%	17292	0.03%	0	0.00%
Jul 30 16:22:41	Jul 30 16:34:59	Jul 30 17:36:41	52.94	54440634	202	40482008	74.36%	199.25	12993980	12595056	12859361	103261	9742	21616	0.38%	0.01%	1.25	0.01%	1.31	10015604	18.40%	78952	0.15%	81033	0.15%	3760074	6.91%	22963	0.04%	0	0.00%
Jul 30 19:06:23	Jul 30 19:18:30	Jul 30 20:12:54	106.22	96302433	150	84006868	87.23%	149.03	8483282	8054808	8367358	93306	7856	14762	0.38%	0.01%	1.35	0.01%	1.20	7885426	8.19%	103206	0.11%	54500	0.06%	4178940	4.34%	73493	0.08%	0	0.00%
Jul 30 21:13:29	Jul 30 21:24:24	Jul 30 22:20:39	73.76	69146892	202	54977229	79.51%	199.15	20747314	20367720	20573918	137996	15382	20018	0.40%	0.01%	1.24	0.01%	1.59	8846253	12.79%	209416	0.30%	222180	0.32%	4847178	7.01%	44636	0.06%	0	0.00%
Jul 30 18:59:09	Jul 30 19:11:05	Jul 30 19:55:19	72.04	53107822	202	44136190	83.11%	199.62	13817791	13473932	13691348	104456	10349	11638	0.37%	0.01%	1.24	0.01%	1.50	5696018	10.73%	157602	0.30%	111787	0.21%	2976238	5.60%	29987	0.06%	0	0.00%
Jul 30 20:18:20	Jul 30 20:30:20	Jul 30 21:15:07	71.33	53239781	202	43944631	82.54%	199.04	9583020	9258624	9479179	82384	8846	12611	0.35%	0.01%	1.24	0.01%	1.57	5710786	10.73%	120552	0.23%	121954	0.23%	3295022	6.19%	46836	0.09%	0	0.00%
Jul 30 17:28:00	Jul 30 17:40:02	Jul 30 18:18:44	89.89	57979912	202	51679074	89.13%	199.53	10435400	10028165	10324720	89703	9017	11960	0.34%	0.01%	1.26	0.01%	1.72	3352964	5.78%	78783	0.14%	142137	0.25%	2660128	4.59%	66826	0.12%	0	0.00%
Jul 30 18:33:05	Jul 30 18:45:36	Jul 30 19:50:09	53.01	57025195	202	42391175	74.34%	198.89	10088170	9784669	9983192	83407	9131	12440	0.56%	0.01%	1.24	0.01%	1.54	10255941	17.98%	154907	0.27%	170891	0.30%	4000214	7.01%	52067	0.09%	0	0.00%
Jul 30 17:54:33	Jul 30 18:07:38	Jul 30 18:42:14	92.69	53452649	202	46894823	87.73%	199.53	10741019	10270040	10624963	92489	9686	13881	0.30%	0.01%	1.19	0.01%	1.54	3410931	6.38%	122686	0.23%	107896	0.20%	2892187	5.41%	24126	0.05%	0	0.00%
Jul 30 21:33:56	Jul 30 21:46:29	Jul 30 22:20:27	92.05	52111875	202	46439253	89.11%	199.53	9385211	9035777	9284430	83195	7656	9930	0.30%	0.01%	1.25	0.01%	1.61	2502853	4.80%	57938	0.11%	93034	0.18%	2983493	5.73%	35304	0.07%	0	0.00%
Jul 30 21:07:34	Jul 30 21:18:38	Jul 30 22:21:45	113.67	119571414	150	105510833	88.24%	149.10	8495899	8063870	8375049	98412	9085	13353	0.43%	0.01%	1.31	0.01%	1.21	7689103	6.43%	130674	0.11%	124667	0.10%	5996449	5.01%	119688	0.10%	0	0.00%
