Started job on	Started mapping on	Finished on	Mapping speed, Million of reads per hour	Number of input reads	Average input read length	Uniquely mapped reads number	Uniquely mapped reads %	Average mapped length	Number of splices: Total	Number of splices: Annotated (sjdb)	Number of splices: GT/AG	Number of splices: GC/AG	Number of splices: AT/AC	Number of splices: Non-canonical	Mismatch rate per base, %	Deletion rate per base	Deletion average length	Insertion rate per base	Insertion average length	Number of reads mapped to multiple loci	% of reads mapped to multiple loci	Number of reads mapped to too many loci	% of reads mapped to too many loci	Number of reads unmapped: too many mismatches	% of reads unmapped: too many mismatches	Number of reads unmapped: too short	% of reads unmapped: too short	Number of reads unmapped: other	% of reads unmapped: other	Number of chimeric reads	% of chimeric reads
Jul 30 19:09:21	Jul 30 19:19:14	Jul 30 20:11:05	101.26	87509138	202	81187788	92.78%	200.72	48978558	48545099	48621038	279776	39590	38154	0.23%	0.01%	1.18	0.01%	1.63	4595727	5.25%	10692	0.01%	38792	0.04%	1671252	1.91%	4887	0.01%	0	0.00%
Jul 30 16:41:03	Jul 30 16:51:44	Jul 30 17:34:55	103.75	74670766	200	67779708	90.77%	197.62	25819885	25240573	25572413	189223	22963	35286	0.67%	0.01%	1.18	0.01%	1.68	2747104	3.68%	26058	0.03%	100906	0.14%	4007310	5.37%	9680	0.01%	0	0.00%
Jul 30 17:51:44	Jul 30 18:01:20	Jul 30 18:57:59	97.24	91810803	202	84047931	91.54%	200.45	49875055	49332814	49452876	329016	46676	46487	0.28%	0.01%	1.16	0.01%	1.49	3926486	4.28%	11153	0.01%	97101	0.11%	3721455	4.05%	6677	0.01%	0	0.00%
Jul 30 17:49:01	Jul 30 18:02:02	Jul 30 18:31:53	93.90	46715072	202	40596923	86.90%	197.83	16651570	16335243	16507631	102784	17015	24140	1.00%	0.01%	1.62	0.01%	1.42	1620121	3.47%	11206	0.02%	24111	0.05%	4455254	9.54%	7457	0.02%	0	0.00%
Jul 30 19:38:56	Jul 30 19:49:38	Jul 30 20:38:23	93.60	76049465	202	65158808	85.68%	196.91	34563184	33956667	34280992	217976	28555	35661	1.31%	0.01%	1.65	0.01%	1.47	2953962	3.88%	26749	0.04%	36772	0.05%	7864822	10.34%	8352	0.01%	0	0.00%
Jul 30 21:37:58	Jul 30 21:46:10	Jul 30 22:45:16	102.55	101008550	200	89244375	88.35%	196.26	32025924	31402091	31735357	224211	28278	38078	0.70%	0.01%	1.54	0.02%	1.39	3186552	3.15%	43261	0.04%	86326	0.09%	8428747	8.34%	19289	0.02%	0	0.00%
Jul 30 17:11:39	Jul 30 17:22:53	Jul 30 18:04:54	96.26	67408439	206	59140831	87.74%	200.61	53347092	52966517	53128368	166574	17279	34871	1.19%	0.01%	1.60	0.01%	2.02	1749926	2.60%	14456	0.02%	55704	0.08%	6442406	9.56%	5116	0.01%	0	0.00%
Jul 30 19:26:57	Jul 30 19:39:02	Jul 30 20:09:09	106.04	53226734	201	50357620	94.61%	199.70	23672701	23415102	23472426	152590	22800	24885	0.27%	0.01%	1.21	0.01%	1.41	2108025	3.96%	5370	0.01%	30354	0.06%	722535	1.36%	2830	0.01%	0	0.00%
Jul 30 18:00:16	Jul 30 18:08:54	Jul 30 19:02:50	105.54	94870513	202	87848759	92.60%	200.38	48211745	47654957	47838700	294206	37012	41827	0.28%	0.01%	1.16	0.01%	1.56	4162159	4.39%	19427	0.02%	92836	0.10%	2739167	2.89%	8165	0.01%	0	0.00%
Jul 30 20:51:51	Jul 30 21:02:41	Jul 30 21:46:40	94.60	69345449	206	59916282	86.40%	200.91	32260719	31739297	31975518	216130	30423	38648	1.08%	0.01%	1.69	0.01%	1.54	2250621	3.25%	27882	0.04%	59549	0.09%	7081023	10.21%	10092	0.01%	0	0.00%
Jul 30 20:10:56	Jul 30 20:20:59	Jul 30 21:10:45	100.59	83433781	200	72557550	86.96%	196.02	28484835	27957265	28247467	180258	22353	34757	0.67%	0.01%	1.54	0.01%	1.43	2370097	2.84%	21335	0.03%	86601	0.10%	8387955	10.05%	10243	0.01%	0	0.00%
Jul 30 19:42:32	Jul 30 19:51:32	Jul 30 20:49:40	95.20	92234379	206	83881013	90.94%	202.76	41375751	40799197	41054839	238373	37364	45175	0.85%	0.01%	1.17	0.02%	1.58	3216240	3.49%	27816	0.03%	89506	0.10%	4996923	5.42%	22881	0.02%	0	0.00%
Jul 30 16:26:49	Jul 30 16:40:00	Jul 30 17:07:13	103.62	47003516	202	44278798	94.20%	200.69	19806079	19519907	19639502	128447	17864	20266	0.31%	0.01%	1.19	0.01%	1.43	2002381	4.26%	6182	0.01%	71518	0.15%	641576	1.36%	3061	0.01%	0	0.00%
Jul 30 18:49:17	Jul 30 19:00:09	Jul 30 19:43:40	90.41	65569779	206	54850776	83.65%	200.23	21200232	20885795	20997784	155896	22425	24127	0.98%	0.01%	1.54	0.01%	1.54	2079835	3.17%	23659	0.04%	69236	0.11%	8532788	13.01%	13485	0.02%	0	0.00%
Jul 30 21:37:24	Jul 30 21:42:13	Jul 30 23:39:54	101.47	199014069	202	173778246	87.32%	200.05	73763010	72633433	73133527	475165	62168	92150	0.70%	0.01%	1.47	0.01%	1.44	5804789	2.92%	65748	0.03%	158169	0.08%	18919835	9.51%	287282	0.14%	0	0.00%
Jul 30 21:58:06	Jul 30 22:07:52	Jul 30 23:09:51	77.48	80037213	206	65904924	82.34%	199.47	34489494	33817595	34183250	234976	29256	42012	1.17%	0.00%	1.59	0.00%	1.55	2673254	3.34%	33755	0.04%	108165	0.14%	11302511	14.12%	14604	0.02%	0	0.00%
Jul 30 17:13:27	Jul 30 17:24:20	Jul 30 18:10:32	92.57	71278201	202	62548978	87.75%	198.32	29274054	28970634	29092363	123551	18365	39775	0.92%	0.01%	1.45	0.01%	1.44	3709681	5.20%	19342	0.03%	27621	0.04%	4964219	6.96%	8360	0.01%	0	0.00%
Jul 30 17:00:15	Jul 30 17:13:20	Jul 30 17:40:57	102.29	47082114	202	44188894	93.85%	200.65	27225915	26870610	26982146	185028	31584	27157	0.30%	0.01%	1.22	0.01%	1.40	2285088	4.85%	7589	0.02%	25695	0.05%	570150	1.21%	4698	0.01%	0	0.00%
Jul 30 17:23:27	Jul 30 17:34:45	Jul 30 18:16:15	105.58	73025402	202	68577176	93.91%	200.51	34011727	33602381	33726648	217370	33124	34585	0.26%	0.01%	1.22	0.01%	1.45	2954280	4.05%	15021	0.02%	35653	0.05%	1437101	1.97%	6171	0.01%	0	0.00%
Jul 30 16:14:56	Jul 30 16:27:46	Jul 30 17:00:19	96.85	52543123	206	46229831	87.98%	201.88	16984897	16599120	16839663	110931	14623	19680	0.89%	0.01%	1.49	0.01%	1.37	1759694	3.35%	18249	0.03%	44816	0.09%	4483192	8.53%	7341	0.01%	0	0.00%
Jul 30 18:07:27	Jul 30 18:16:11	Jul 30 19:11:54	102.47	95156104	202	87117843	91.55%	200.41	48724391	48170593	48363014	284753	31687	44937	0.29%	0.01%	1.15	0.01%	1.53	4489951	4.72%	21896	0.02%	84591	0.09%	3431531	3.61%	10292	0.01%	0	0.00%
Jul 30 17:39:28	Jul 30 17:50:40	Jul 30 18:47:17	72.13	68062003	206	55816517	82.01%	202.25	25462035	25161010	25301544	107054	15935	37502	0.98%	0.01%	1.61	0.01%	1.41	6474747	9.51%	15830	0.02%	26268	0.04%	5721713	8.41%	6928	0.01%	0	0.00%
Jul 30 18:49:05	Jul 30 18:59:28	Jul 30 19:48:55	95.34	78577107	200	65323286	83.13%	196.09	22953984	22557337	22743229	162548	21058	27149	0.64%	0.01%	1.60	0.02%	1.42	2560696	3.26%	25510	0.03%	49344	0.06%	10607500	13.50%	10771	0.01%	0	0.00%
Jul 30 21:11:56	Jul 30 21:20:20	Jul 30 22:15:31	107.30	98686435	202	92226081	93.45%	200.27	38919161	38126553	38583032	257683	36301	42145	0.35%	0.01%	1.20	0.01%	1.43	4119615	4.17%	37789	0.04%	113255	0.11%	2173716	2.20%	15979	0.02%	0	0.00%
Jul 30 18:06:00	Jul 30 18:16:25	Jul 30 19:03:32	97.21	76333940	206	67910145	88.96%	202.23	30343074	29933393	30067596	212990	30757	31731	0.99%	0.01%	1.70	0.01%	1.41	2951959	3.87%	29301	0.04%	41622	0.05%	5386704	7.06%	14209	0.02%	0	0.00%
Jul 30 20:20:50	Jul 30 20:32:00	Jul 30 21:11:47	96.16	63756396	206	55820377	87.55%	201.85	23300875	22964647	23124984	136189	17728	21974	0.86%	0.01%	1.46	0.01%	1.44	2245421	3.52%	16897	0.03%	59237	0.09%	5607339	8.79%	7125	0.01%	0	0.00%
Jul 30 16:38:44	Jul 30 16:48:51	Jul 30 17:34:10	100.40	75830265	206	68492645	90.32%	202.49	30842114	30492286	30597445	189910	25174	29585	0.86%	0.01%	1.33	0.01%	1.43	2416306	3.19%	19831	0.03%	55205	0.07%	4838944	6.38%	7334	0.01%	0	0.00%
Jul 30 17:57:54	Jul 30 18:07:53	Jul 30 18:56:18	99.89	80603502	206	72342175	89.75%	202.27	28300004	27778283	28063282	180674	23790	32258	0.87%	0.01%	1.52	0.01%	1.37	2481492	3.08%	24312	0.03%	71843	0.09%	5675081	7.04%	8599	0.01%	0	0.00%
Jul 30 20:51:12	Jul 30 21:00:28	Jul 30 21:51:38	103.75	88473345	202	81879715	92.55%	200.46	33912650	32946404	33599021	241507	34145	37977	0.26%	0.01%	1.19	0.01%	1.42	3760081	4.25%	44428	0.05%	97991	0.11%	2672616	3.02%	18514	0.02%	0	0.00%
Jul 30 15:35:30	Jul 30 15:47:52	Jul 30 16:15:30	105.14	48423085	202	45913938	94.82%	200.65	25677152	25320175	25459994	166054	23883	27221	0.30%	0.01%	1.23	0.01%	1.43	1887225	3.90%	8473	0.02%	34979	0.07%	574089	1.19%	4381	0.01%	0	0.00%
Jul 30 22:13:51	Jul 30 22:18:33	Jul 31 00:32:37	101.47	226720865	202	193974691	85.56%	198.98	93354167	91549795	92467492	618354	81702	186619	0.80%	0.01%	1.57	0.01%	1.38	15185143	6.70%	64543	0.03%	121543	0.05%	17306071	7.63%	68874	0.03%	0	0.00%
Jul 30 18:02:18	Jul 30 18:10:18	Jul 30 19:13:15	105.70	110895651	202	104124998	93.89%	200.27	43961511	42430143	43541745	323618	40210	55938	0.40%	0.01%	1.22	0.01%	1.43	3695777	3.33%	54254	0.05%	245655	0.22%	2747831	2.48%	27136	0.02%	0	0.00%
Jul 30 17:41:30	Jul 30 17:50:42	Jul 30 18:45:24	106.26	96874007	202	91419040	94.37%	200.35	44970927	44126850	44575380	312498	34739	48310	0.41%	0.01%	1.28	0.01%	1.47	3308758	3.42%	44704	0.05%	136424	0.14%	1948432	2.01%	16649	0.02%	0	0.00%
Jul 30 21:33:11	Jul 30 21:43:59	Jul 30 22:43:15	73.84	72941357	202	63624822	87.23%	199.99	31877303	31334093	31611252	208983	24693	32375	0.45%	0.01%	1.24	0.01%	1.45	6633876	9.09%	42969	0.06%	157957	0.22%	2473796	3.39%	7937	0.01%	0	0.00%
Jul 31 00:26:03	Jul 31 00:35:04	Jul 31 01:37:00	94.34	97382093	202	87175829	89.52%	199.99	40849134	39961594	40501033	273229	29730	45142	0.31%	0.01%	1.22	0.01%	1.49	6129924	6.29%	40926	0.04%	193926	0.20%	3819965	3.92%	21523	0.02%	0	0.00%
Jul 30 17:56:07	Jul 30 18:06:12	Jul 30 18:53:54	100.54	79930419	202	73428470	91.87%	200.54	32692501	32120974	32383330	233639	31402	44130	0.25%	0.01%	1.19	0.01%	1.48	3710471	4.64%	44320	0.06%	68224	0.09%	2657157	3.32%	21777	0.03%	0	0.00%
Jul 30 22:35:36	Jul 30 22:44:07	Jul 30 23:38:52	97.53	88994414	202	80395030	90.34%	200.39	42436119	41694864	42117593	245763	28302	44461	0.35%	0.01%	1.16	0.01%	1.55	4127485	4.64%	18309	0.02%	190465	0.21%	4256546	4.78%	6579	0.01%	0	0.00%
Jul 30 19:16:21	Jul 30 19:25:26	Jul 30 20:27:15	91.20	93956309	200	80270127	85.43%	194.33	35194878	34735042	34890897	234572	34717	34692	0.63%	0.01%	1.34	0.01%	1.41	3934077	4.19%	30620	0.03%	82391	0.09%	9627838	10.25%	11256	0.01%	0	0.00%
Jul 30 18:27:31	Jul 30 18:38:33	Jul 30 19:21:19	94.88	67631689	202	59979776	88.69%	198.04	24165118	23585088	23930904	164050	31638	38526	1.05%	0.01%	1.57	0.01%	1.45	2348806	3.47%	24275	0.04%	58465	0.09%	5204209	7.69%	16158	0.02%	0	0.00%
Jul 30 17:49:43	Jul 30 18:00:41	Jul 30 18:47:12	104.16	80749548	202	76064757	94.20%	200.66	33592592	32938908	33280010	243333	29442	39807	0.25%	0.01%	1.25	0.01%	1.50	2652902	3.29%	31756	0.04%	92172	0.11%	1892562	2.34%	15399	0.02%	0	0.00%
Jul 30 21:30:26	Jul 30 21:40:16	Jul 30 22:26:22	107.47	82570029	200	76570082	92.73%	197.59	31727925	31057816	31429669	226269	31500	40487	0.64%	0.01%	1.14	0.01%	1.65	2462525	2.98%	27358	0.03%	92999	0.11%	3400703	4.12%	16362	0.02%	0	0.00%
Jul 30 19:00:49	Jul 30 19:11:11	Jul 30 19:57:45	102.83	79808460	200	71207341	89.22%	196.43	32789523	32417884	32502700	224454	29555	32814	0.61%	0.01%	1.45	0.01%	1.42	2854045	3.58%	25059	0.03%	67412	0.08%	5642023	7.07%	12580	0.02%	0	0.00%
Jul 30 20:27:42	Jul 30 20:37:08	Jul 30 21:32:03	96.53	88351087	202	80475508	91.09%	200.53	49524747	48622144	49152988	296301	27830	47628	0.26%	0.01%	1.20	0.01%	1.52	4849812	5.49%	36244	0.04%	182137	0.21%	2780660	3.15%	26726	0.03%	0	0.00%
Jul 30 18:56:53	Jul 30 19:08:05	Jul 30 19:50:51	97.01	69149109	202	61734705	89.28%	197.78	29790724	29429360	29541425	190572	28478	30249	1.19%	0.01%	1.63	0.01%	1.40	3020129	4.37%	24520	0.04%	35744	0.05%	4324228	6.25%	9783	0.01%	0	0.00%
Jul 30 18:10:30	Jul 30 18:18:59	Jul 30 19:14:36	102.80	95293275	202	88276953	92.64%	200.53	50423652	49658542	49996728	335787	36739	54398	0.30%	0.01%	1.23	0.01%	1.48	4214507	4.42%	39071	0.04%	205324	0.22%	2536530	2.66%	20890	0.02%	0	0.00%
Jul 30 17:22:29	Jul 30 17:33:17	Jul 30 18:17:41	94.42	69869195	206	61209419	87.61%	202.18	23447149	23048920	23246746	155124	20797	24482	0.94%	0.01%	1.54	0.02%	1.42	2699816	3.86%	22886	0.03%	43168	0.06%	5883708	8.42%	10198	0.01%	0	0.00%
Jul 30 22:00:17	Jul 30 22:09:28	Jul 30 22:55:47	106.74	82394193	200	75759002	91.95%	197.44	29884709	29217229	29586868	229002	29493	39346	0.70%	0.01%	1.22	0.01%	1.66	2439500	2.96%	28532	0.03%	111480	0.14%	4039000	4.90%	16679	0.02%	0	0.00%
Jul 30 19:00:47	Jul 30 19:09:41	Jul 30 20:04:12	106.29	96572303	202	90926779	94.15%	200.67	49932970	49129643	49507336	331453	43842	50339	0.23%	0.01%	1.22	0.01%	1.45	3505253	3.63%	21444	0.02%	77912	0.08%	2031015	2.10%	9900	0.01%	0	0.00%
Jul 30 16:32:35	Jul 30 16:43:54	Jul 30 17:23:40	98.60	65350143	206	57962348	88.70%	202.01	26446287	26075034	26236291	152850	22007	35139	1.00%	0.01%	1.44	0.01%	1.45	2122252	3.25%	16127	0.02%	46050	0.07%	5196316	7.95%	7050	0.01%	0	0.00%
Jul 30 18:30:30	Jul 30 18:36:49	Jul 30 19:47:20	101.72	119544912	202	112102750	93.77%	200.29	50749984	49594779	50236920	409422	46249	57393	0.40%	0.01%	1.26	0.01%	1.46	4678041	3.91%	65866	0.06%	139838	0.12%	2529175	2.12%	29242	0.02%	0	0.00%
Jul 30 20:51:50	Jul 30 21:01:53	Jul 30 21:53:03	95.35	81309132	202	72587579	89.27%	200.38	35780650	35252173	35499367	218971	26120	36192	0.26%	0.01%	1.16	0.01%	1.50	4620319	5.68%	28493	0.04%	76494	0.09%	3984524	4.90%	11723	0.01%	0	0.00%
Jul 30 21:31:23	Jul 30 21:40:12	Jul 30 22:36:02	107.71	100228716	202	94036305	93.82%	200.42	44006540	42688882	43609901	316814	30740	49085	0.33%	0.01%	1.32	0.01%	1.44	3297148	3.29%	42939	0.04%	168247	0.17%	2664749	2.66%	19328	0.02%	0	0.00%
Jul 30 19:31:30	Jul 30 19:39:13	Jul 30 20:37:05	104.15	100443823	202	93514394	93.10%	200.43	44234862	43546493	43861676	290467	39711	43008	0.38%	0.01%	1.17	0.01%	1.48	3511687	3.50%	34143	0.03%	127204	0.13%	3242922	3.23%	13473	0.01%	0	0.00%
Jul 30 17:53:36	Jul 30 18:02:22	Jul 30 19:01:15	104.01	102074035	202	94452734	92.53%	200.62	42892192	41786536	42519435	285376	32059	55322	0.28%	0.01%	1.22	0.01%	1.46	4916097	4.82%	42214	0.04%	232297	0.23%	2412958	2.36%	17735	0.02%	0	0.00%
Jul 30 18:45:22	Jul 30 18:53:11	Jul 30 19:54:43	101.91	104518551	202	97774860	93.55%	200.39	48658714	47921381	48265030	298237	36423	59024	0.37%	0.01%	1.23	0.01%	1.48	4708465	4.50%	53025	0.05%	103365	0.10%	1858914	1.78%	19922	0.02%	0	0.00%
Jul 30 20:52:27	Jul 30 21:03:03	Jul 30 21:51:28	97.89	78988037	202	72228275	91.44%	200.33	31014049	30616271	30784970	176029	22120	30930	0.26%	0.01%	1.16	0.01%	1.48	4240110	5.37%	33130	0.04%	66492	0.08%	2408442	3.05%	11588	0.01%	0	0.00%
Jul 30 18:26:05	Jul 30 18:36:01	Jul 30 19:23:22	104.64	82575399	202	77404406	93.74%	200.22	37699713	36884892	37361311	261943	34906	41553	0.32%	0.01%	1.22	0.01%	1.43	2994083	3.63%	36351	0.04%	103531	0.13%	2021608	2.45%	15420	0.02%	0	0.00%
Jul 30 18:35:24	Jul 30 18:42:38	Jul 30 19:47:13	106.19	114298387	202	106651329	93.31%	200.30	52189616	51344578	51731945	358858	44996	53817	0.33%	0.01%	1.21	0.01%	1.42	4757314	4.16%	52861	0.05%	131663	0.12%	2681733	2.35%	23487	0.02%	0	0.00%
Jul 30 21:16:52	Jul 30 21:25:41	Jul 30 22:24:22	104.71	102416571	202	94753718	92.52%	200.51	41973278	40999468	41590788	292350	38636	51504	0.27%	0.01%	1.18	0.01%	1.46	4711737	4.60%	38069	0.04%	148065	0.14%	2748072	2.68%	16910	0.02%	0	0.00%
Jul 30 17:28:40	Jul 30 17:40:45	Jul 30 18:13:01	107.10	57598043	202	54361018	94.38%	200.72	25236922	24660746	25002054	178363	26352	30153	0.37%	0.01%	1.21	0.01%	1.36	2467133	4.28%	7516	0.01%	42128	0.07%	713755	1.24%	6493	0.01%	0	0.00%
Jul 30 17:36:07	Jul 30 17:45:05	Jul 30 18:39:25	105.98	95971469	202	90410103	94.21%	200.38	42601233	41735376	42187890	330189	39211	43943	0.38%	0.01%	1.20	0.01%	1.45	3615364	3.77%	61188	0.06%	108377	0.11%	1754453	1.83%	21984	0.02%	0	0.00%
Jul 30 21:08:42	Jul 30 21:17:10	Jul 30 22:11:06	111.00	99780456	202	94440995	94.65%	200.43	37899815	37371695	37548334	272473	36256	42752	0.27%	0.01%	1.18	0.01%	1.44	3457423	3.47%	20091	0.02%	76256	0.08%	1778590	1.78%	7101	0.01%	0	0.00%
Jul 30 18:52:49	Jul 30 19:01:29	Jul 30 19:58:58	101.32	97070005	202	89718361	92.43%	200.40	45545294	44042849	45115746	330004	42919	56625	0.38%	0.01%	1.21	0.01%	1.51	3771072	3.88%	35123	0.04%	220063	0.23%	3307875	3.41%	17511	0.02%	0	0.00%
Jul 30 20:21:24	Jul 30 20:29:53	Jul 30 21:22:54	107.67	95135404	202	89413422	93.99%	200.27	43338173	42685846	42990702	264663	35241	47567	0.33%	0.01%	1.20	0.01%	1.48	3435966	3.61%	35369	0.04%	89383	0.09%	2146522	2.26%	14742	0.02%	0	0.00%
Jul 30 18:01:54	Jul 30 18:10:07	Jul 30 19:06:24	100.55	94321564	202	86797744	92.02%	200.35	61024188	60228034	60652481	292952	29950	48805	0.29%	0.01%	1.20	0.01%	1.66	4398701	4.66%	26333	0.03%	131692	0.14%	2954216	3.13%	12878	0.01%	0	0.00%
Jul 30 18:44:43	Jul 30 18:52:18	Jul 30 19:52:43	105.81	106547289	202	99911790	93.77%	200.25	42677218	41438294	42279337	298037	38790	61054	0.41%	0.01%	1.24	0.01%	1.45	3859344	3.62%	45079	0.04%	199299	0.19%	2514811	2.36%	16966	0.02%	0	0.00%
Jul 30 21:02:00	Jul 30 21:12:06	Jul 30 22:01:43	102.36	84644148	202	78090149	92.26%	200.52	34704272	33865961	34377344	254305	31001	41622	0.34%	0.01%	1.21	0.01%	1.49	3422049	4.04%	39891	0.05%	137482	0.16%	2937459	3.47%	17118	0.02%	0	0.00%
Jul 30 18:29:20	Jul 30 18:38:15	Jul 30 19:34:38	105.68	99305953	202	92283823	92.93%	200.48	38091147	37285611	37726528	276632	36766	51221	0.33%	0.01%	1.20	0.01%	1.49	3906939	3.93%	62745	0.06%	121199	0.12%	2903444	2.92%	27803	0.03%	0	0.00%
Jul 30 17:50:44	Jul 30 18:00:02	Jul 30 18:49:09	107.85	88288978	202	83469353	94.54%	200.66	43207194	42631920	42831132	292972	39024	44066	0.25%	0.01%	1.23	0.01%	1.50	3003349	3.40%	29923	0.03%	64277	0.07%	1709004	1.94%	13072	0.01%	0	0.00%
Jul 30 20:05:51	Jul 30 20:18:49	Jul 30 20:47:04	107.50	50615651	202	47880008	94.60%	200.61	24986479	24734183	24770478	168523	23360	24118	0.24%	0.01%	1.21	0.01%	1.52	1783288	3.52%	5160	0.01%	26052	0.05%	918358	1.81%	2785	0.01%	0	0.00%
